Movie Name,Actor Name
Harvard Man,Joey Lauren Adams
Harvard Man,Eric Stoltz
Harvard Man,Rebecca Gayheart
"Crouching Tiger, Hidden Dragon",Chow Yun-Fat
"Crouching Tiger, Hidden Dragon",Michelle Yeoh
"Crouching Tiger, Hidden Dragon",Zhang Ziyi
"Crouching Tiger, Hidden Dragon",Chen Chang
"Crouching Tiger, Hidden Dragon",Sihung Lung
Sheena,Tanya Roberts
Out of Africa,Meryl Streep
Out of Africa,Robert Redford
Out of Africa,Michael Gough
Out of Africa,Klaus Maria Brandauer
Out of Africa,Iman
Stigmata,Patricia Arquette
Stigmata,Gabriel Byrne
Stigmata,Jonathan Pryce
Stigmata,Nia Long
Stigmata,Thomas Kopache
Dark Water,Jennifer Connelly
Dark Water,John C. Reilly
Dark Water,Tim Roth
Dark Water,Dougray Scott
Dark Water,Pete Postlethwaite
Loaded Weapon 1,Emilio Estevez
Loaded Weapon 1,Samuel L. Jackson
Loaded Weapon 1,Jon Lovitz
Loaded Weapon 1,Tim Curry
Loaded Weapon 1,Kathy Ireland
Jimmy Neutron: Boy Genius,Debi Derryberry
Jimmy Neutron: Boy Genius,Patrick Stewart
Jimmy Neutron: Boy Genius,Martin Short
Jimmy Neutron: Boy Genius,Jim Cummings
Jimmy Neutron: Boy Genius,Andrea Martin
Thor: The Dark World,Chris Hemsworth
Thor: The Dark World,Natalie Portman
Thor: The Dark World,Tom Hiddleston
Thor: The Dark World,Anthony Hopkins
Thor: The Dark World,Stellan Skarsgård
Ice Princess,Michelle Trachtenberg
Ice Princess,Hayden Panettiere
Ice Princess,Joan Cusack
Ice Princess,Kim Cattrall
A Simple Plan,Bill Paxton
A Simple Plan,Billy Bob Thornton
A Simple Plan,Brent Briscoe
A Simple Plan,Bridget Fonda
A Simple Plan,Jack Walsh
Mission: Impossible 2,Tom Cruise
Mission: Impossible 2,Dougray Scott
Mission: Impossible 2,Thandie Newton
Mission: Impossible 2,Richard Roxburgh
Mission: Impossible 2,John Polson
The Iceman,Michael Shannon
The Iceman,Winona Ryder
The Iceman,Ray Liotta
The Iceman,James Franco
The Iceman,Chris Evans
The Core,Hilary Swank
The Core,Aaron Eckhart
The Core,Bruce Greenwood
The Core,Richard Jenkins
The Core,Tcheky Karyo
Notes on a Scandal,Cate Blanchett
Notes on a Scandal,Judi Dench
Notes on a Scandal,Andrew Simpson
Notes on a Scandal,Alice Bird
Notes on a Scandal,Bill Nighy
White Fang,Ethan Hawke
White Fang,Klaus Maria Brandauer
White Fang,Seymour Cassel
White Fang,James Remar
White Fang,Susan Hogan
Savages,Taylor Kitsch
Savages,Blake Lively
Savages,Aaron Johnson
Savages,John Travolta
Savages,Benicio Del Toro
Ace Ventura: When Nature Calls,Jim Carrey
Ace Ventura: When Nature Calls,Sophie Okonedo
Ace Ventura: When Nature Calls,Ian McNeice
Ace Ventura: When Nature Calls,Simon Callow
Ace Ventura: When Nature Calls,Adewale Akinnuoye-Agbaje
Coriolanus,Ralph Fiennes
Coriolanus,Gerard Butler
Coriolanus,Vanessa Redgrave
Coriolanus,Brian Cox
Coriolanus,James Nesbitt
Porky's,Kim Cattrall
Predator,Arnold Schwarzenegger
Predator,Carl Weathers
Predator,Sven-Ole Thorsen
Predator,Bill Duke
Predator,Jesse Ventura
Lucky Number Slevin,Josh Hartnett
Lucky Number Slevin,Ben Kingsley
Lucky Number Slevin,Lucy Alexis Liu
Lucky Number Slevin,Bruce Willis
Lucky Number Slevin,Morgan Freeman
Everybody's Fine,Robert De Niro
Everybody's Fine,Drew Barrymore
Everybody's Fine,Kate Beckinsale
Everybody's Fine,Sam Rockwell
Everybody's Fine,James Frain
Death Sentence,Kevin Bacon
Death Sentence,Garrett Hedlund
Death Sentence,Kelly Preston
Death Sentence,Aisha Tyler
Death Sentence,John Goodman
I Spit on Your Grave,Sarah Butler
I Spit on Your Grave,Jeff Branson
I Spit on Your Grave,Andrew Howard
I Spit on Your Grave,Daniel Franzese
I Spit on Your Grave,Rodney Eastman
Night at the Museum: Battle of the Smithsonian,Ben Stiller
Night at the Museum: Battle of the Smithsonian,Amy Adams
Night at the Museum: Battle of the Smithsonian,Owen Wilson
Night at the Museum: Battle of the Smithsonian,Hank Azaria
Night at the Museum: Battle of the Smithsonian,Robin Williams
Amigo,Joel Torre
Amigo,Chris Cooper
Amigo,Garret Dillahunt
Amigo,DJ Qualls
Amigo,Rio Locksin
War of the Worlds,Tom Cruise
War of the Worlds,Dakota Fanning
War of the Worlds,Miranda Otto
War of the Worlds,Justin Chatwin
War of the Worlds,Tim Robbins
Tomorrow Never Dies,Pierce Brosnan
Tomorrow Never Dies,Jonathan Pryce
Tomorrow Never Dies,Michelle Yeoh
Tomorrow Never Dies,Teri Hatcher
Tomorrow Never Dies,Judi Dench
21 and Over,Miles Teller
21 and Over,Skylar Astin
21 and Over,Justin Chon
21 and Over,Sarah Wright
21 and Over,Jonathan Keltz
Heroes,Salman Khan
Heroes,Preity Zinta
Heroes,Sunny Deol
Heroes,Bobby Deol
Heroes,Mithun Chakraborty
A Good Year,Russell Crowe
A Good Year,Albert Finney
A Good Year,Marion Cotillard
A Good Year,Tom Hollander
A Good Year,Freddie Highmore
Dave Chappelle's Block Party,Mos Def
Dave Chappelle's Block Party,David Chappelle
The Oh in Ohio,Parker Posey
The Oh in Ohio,Danny De Vito
The Oh in Ohio,Mischa Barton
The Oh in Ohio,Paul Rudd
The Oh in Ohio,Liza Minnelli
Guardians of the Galaxy,Chris Pratt
Guardians of the Galaxy,Zoe Saldana
Guardians of the Galaxy,Dave Bautista
Guardians of the Galaxy,Vin Diesel
Guardians of the Galaxy,Bradley Cooper
The Exorcism of Emily Rose,Laura Linney
The Exorcism of Emily Rose,Tom Wilkinson
The Exorcism of Emily Rose,Campbell Scott
The Exorcism of Emily Rose,Shohreh Aghdashloo
The Exorcism of Emily Rose,Colm Feore
The Rocker,Rainn Wilson
The Rocker,Christina Applegate
The Rocker,Jeff Garlin
The Rocker,Josh Gad
The Rocker,Teddy Geiger
Hart's War,Bruce Willis
Hart's War,Colin Farrell
Hart's War,Terrence Howard
Hart's War,Vicellous Reon Shannon
Hart's War,Cole Hauser
In the Heat of the Night,Sidney Poitier
In the Heat of the Night,Scott Wilson
In the Heat of the Night,Lee Grant
In the Heat of the Night,Rod Steiger
No Man's Land: The Rise of Reeker,Michael Muhney
No Man's Land: The Rise of Reeker,Stephen Martines
No Man's Land: The Rise of Reeker,Valerie Cruz
No Man's Land: The Rise of Reeker,Desmond Askew
No Man's Land: The Rise of Reeker,Mircea Monroe
The Duchess,Keira Knightley
The Duchess,Dominic Cooper
The Duchess,Ralph Fiennes
The Duchess,Hayley Atwell
The Duchess,Charlotte Rampling
Made in Dagenham,Sally Hawkins
Made in Dagenham,Bob Hoskins
Made in Dagenham,Miranda Richardson
Made in Dagenham,Geraldine James
Made in Dagenham,Rosamund Pike
Venus,Peter O'Toole
Venus,Leslie Phillips
Venus,Jodie Whittaker
Venus,Vanessa Redgrave
Venus,Richard Griffiths
Daylight,Sylvester Stallone
Daylight,Dan Hedaya
Daylight,Viggo Mortensen
Daylight,Amy Brenneman
Daylight,Danielle Harris
Sinbad: Legend of the Seven Seas,Brad Pitt
Sinbad: Legend of the Seven Seas,Catherine Zeta-Jones
Sinbad: Legend of the Seven Seas,Michelle Pfeiffer
Sinbad: Legend of the Seven Seas,Joseph Fiennes
Sinbad: Legend of the Seven Seas,Dennis Haysbert
Dances with Wolves,Kevin Costner
Dances with Wolves,Mary McDonnell
Dances with Wolves,Graham Greene
Dances with Wolves,Rodney A. Grant
Dances with Wolves,Floyd Red Crow Westerman
Chicken Run,Phil Daniels
Chicken Run,Lynn Ferguson
Chicken Run,Mel Gibson
Chicken Run,Tony Haygarth
Chicken Run,Jane Horrocks
Watchmen,Malin Ackerman
Watchmen,Billy Crudup
Watchmen,Matthew Goode
Watchmen,Carla Gugino
Watchmen,Jackie Earle Haley
The Color of Money,Paul Newman
The Color of Money,Tom Cruise
The Color of Money,Mary Elizabeth Mastrantonio
The Color of Money,Helen Shaver
The Color of Money,John Turturro
Mission: Impossible III,Tom Cruise
Mission: Impossible III,Philip Seymour Hoffman
Mission: Impossible III,Ving Rhames
Mission: Impossible III,Billy Crudup
Mission: Impossible III,Michelle Monaghan
Last Man Standing,Bruce Willis
Last Man Standing,Christopher Walken
Last Man Standing,Bruce Dern
Last Man Standing,Leslie Mann
Last Man Standing,Jonathan Banks
The Wolfman,Benicio Del Toro
The Wolfman,Anthony Hopkins
The Wolfman,Emily Blunt
The Wolfman,Hugo Weaving
The Wolfman,Art Malik
Star Trek: First Contact,Patrick Stewart
Star Trek: First Contact,James Cromwell
Star Trek: First Contact,Brent Spiner
Star Trek: First Contact,Alfre Woodard
Star Trek: First Contact,Kelsey Grammer
Shadow of the Vampire,John Malkovich
Shadow of the Vampire,Willem Dafoe
Shadow of the Vampire,Cary Elwes
Shadow of the Vampire,Eddie Izzard
Shadow of the Vampire,Udo Kier
Creepshow 2,Holt McCallany
Creepshow 2,Lois Chiles
Creepshow 2,Tom Savini
Creepshow 2,George Kennedy
Creepshow 2,Stephen King
The Hangover,Bradley Cooper
The Hangover,Ed Helms
The Hangover,Zach Galifianakis
The Hangover,Justin Bartha
The Hangover,Heather Graham
Ratatouille,Patton Oswalt
Ratatouille,Ian Holm
Ratatouille,Lou Romano
Ratatouille,Brian Dennehy
Ratatouille,Peter Sohn
Brazil,Jonathan Pryce
Brazil,Kim Greist
Brazil,Michael Palin
Brazil,Robert De Niro
Brazil,Katherine Helmond
Save the Last Dance,Julia Stiles
Save the Last Dance,Sean Patrick Thomas
Save the Last Dance,Terry Kinney
Save the Last Dance,Fredro Starr
Save the Last Dance,Vince Green
Bridesmaids,Kristen Wiig
Bridesmaids,Maya Rudolph
Bridesmaids,Rose Byrne
Bridesmaids,Wendi McLendon-Covey
Bridesmaids,Ellie Kemper
The Last Exorcism Part II,Ashley Bell
The Last Exorcism Part II,Julia Garner
The Last Exorcism Part II,Spencer Treat Clark
The Last Exorcism Part II,Louis Herthum
Stone Cold,Lance Henriksen
Stone Cold,William Forsythe
Stone Cold,Brian Bosworth
Topsy Turvy,Jim Broadbent
Topsy Turvy,Allan Corduner
Topsy Turvy,Lesley Manville
Topsy Turvy,Eleanor David
Topsy Turvy,Ron Cook
The Messenger: The Story of Joan of Arc,Milla Jovovich
The Messenger: The Story of Joan of Arc,John Malkovich
The Messenger: The Story of Joan of Arc,Faye Dunaway
The Messenger: The Story of Joan of Arc,Dustin Hoffman
The Messenger: The Story of Joan of Arc,Pascal Greggory
There's Something About Mary,Cameron Diaz
There's Something About Mary,Ben Stiller
There's Something About Mary,Matt Dillon
There's Something About Mary,Lee Evans
There's Something About Mary,Chris Elliott
A Nightmare On Elm Street Part 2: Freddy's Revenge,Robert Englund
A Nightmare On Elm Street Part 2: Freddy's Revenge,Steve Eastin
A Nightmare On Elm Street Part 2: Freddy's Revenge,Clu Gulager
A Nightmare On Elm Street Part 2: Freddy's Revenge,Hope Lange
A Nightmare On Elm Street Part 2: Freddy's Revenge,Mark Patton
Up in the Air,George Clooney
Up in the Air,Vera Farmiga
Up in the Air,Anna Kendrick
Up in the Air,Jason Bateman
Up in the Air,Danny McBride
Capote,Philip Seymour Hoffman
Capote,Chris Cooper
Capote,"Clifton Collins, Jr."
Capote,Catherine Keener
Capote,Bruce Greenwood
Newlyweds,Edward Burns
Newlyweds,Kerry Bishe
Newlyweds,Marsha Dietlein Bennett
Newlyweds,Caitlin Fitzgerald
Newlyweds,John Solo
The Emperor's New Groove,David Spade
The Emperor's New Groove,John Goodman
The Emperor's New Groove,Eartha Kitt
The Emperor's New Groove,Patrick Warburton
The Emperor's New Groove,Wendie Malick
That's My Boy,Adam Sandler
That's My Boy,Andy Samberg
That's My Boy,Leighton Meester
That's My Boy,Vanilla Ice
That's My Boy,Tony Orlando
Can't Hardly Wait,Ethan Embry
Can't Hardly Wait,Jennifer Love Hewitt
Can't Hardly Wait,Peter Facinelli
Can't Hardly Wait,Seth Green
Can't Hardly Wait,Jerry O'Connell
Shadowlands,Peter Firth
Shadowlands,Anthony Hopkins
Shadowlands,Debra Winger
Shadowlands,John Wood
Cutthroat Island,Geena Davis
Cutthroat Island,Matthew Modine
Cutthroat Island,Frank Langella
Cutthroat Island,Maury Chaykin
Cutthroat Island,Renny Harlin
12 Years a Slave,Chiwetel Ejiofor
12 Years a Slave,Michael Fassbender
12 Years a Slave,Benedict Cumberbatch
12 Years a Slave,Paul Dano
12 Years a Slave,Paul Giamatti
Beautiful Creatures,Alden Ehrenreich
Beautiful Creatures,Alice Englert
Beautiful Creatures,Jeremy Irons
Beautiful Creatures,Viola Davis
Beautiful Creatures,Emmy Rossum
Dinner for Schmucks,Steve Carell
Dinner for Schmucks,Paul Rudd
Dinner for Schmucks,Jemaine Clement
Dinner for Schmucks,Jeff Dunham
Dinner for Schmucks,Bruce Greenwood
Broken City,Mark Wahlberg
Broken City,Russell Crowe
Broken City,Catherine Zeta-Jones
Broken City,Jeffrey Wright
Broken City,Barry Pepper
The Bridge of San Luis Rey,Robert De Niro
The Bridge of San Luis Rey,Kathy Bates
The Bridge of San Luis Rey,Harvey Keitel
The Bridge of San Luis Rey,Gabriel Byrne
The Bridge of San Luis Rey,F. Murray Abraham
Exorcist: The Beginning,Stellan Skarsgård
Exorcist: The Beginning,James D'Arcy
Exorcist: The Beginning,Izabella Scorupco
Exorcist: The Beginning,Remy Sweeney
Exorcist: The Beginning,Julian Wadham
Dark Angel,Matthias Hues
Dark Angel,Dolph Lundgren
Dark Angel,Michael J. Pollard
The Perfect Man,Hilary Duff
The Perfect Man,Christopher Noth
The Perfect Man,Heather Locklear
The Perfect Man,Vanessa Lengies
The Perfect Man,Michelle Nolden
Kids,Leo Fitzpatrick
Kids,Justin Pierce
Kids,Chloe Sevigny
Kids,Sarah Henderson
Kids,Rosario Dawson
Jackass: The Movie,Johnny Knoxville
Jackass: The Movie,Bam Margera
Jackass: The Movie,Chris Pontius
Jackass: The Movie,Steve-O
Jackass: The Movie,Dave England
50 First Dates,Adam Sandler
50 First Dates,Drew Barrymore
50 First Dates,Rob Schneider
50 First Dates,Sean Astin
50 First Dates,Lusia Strus
Firestarter,Moses Gunn
Firestarter,Drew Barrymore
Firestarter,George C. Scott
Firestarter,Martin Sheen
Firestarter,Heather Locklear
Who Framed Roger Rabbit?,Bob Hoskins
Who Framed Roger Rabbit?,Christopher Lloyd
Who Framed Roger Rabbit?,Charles Fleischer
Who Framed Roger Rabbit?,Stubby Kaye
Who Framed Roger Rabbit?,Joanna Cassidy
The Cave,Cole Hauser
The Cave,Morris Chestnut
The Cave,Eddie Cibrian
The Cave,Daniel Dae Kim
The Cave,Rick Ravanello
The Haunting of Molly Hartley,Chace Crawford
The Haunting of Molly Hartley,Shannon Marie Woodward
The Haunting of Molly Hartley,Haley Bennett
Knight and Day,Tom Cruise
Knight and Day,Cameron Diaz
Knight and Day,Peter Sarsgaard
Knight and Day,Viola Davis
Knight and Day,Jordi Molla
Very Bad Things,Christian Slater
Very Bad Things,Daniel Stern
Very Bad Things,Jeanne Tripplehorn
Very Bad Things,Jon Favreau
Very Bad Things,Jeremy Piven
Step Brothers,Will Ferrell
Step Brothers,John C. Reilly
Step Brothers,Mary Steenburgen
Step Brothers,Richard Jenkins
Step Brothers,Adam Scott
Devil's Due,Allison Miller
Devil's Due,Zach Gilford
Devil's Due,Sam Anderson
Devil's Due,Aimee Carrero
Devil's Due,Vanessa Ray
Chicago,Catherine Zeta-Jones
Chicago,Renée Zellweger
Chicago,Richard Gere
Chicago,Queen Latifah
Chicago,John C. Reilly
27 Dresses,Katherine Heigl
27 Dresses,James Marsden
27 Dresses,Malin Ackerman
27 Dresses,Judy Greer
27 Dresses,Edward Burns
Dead Man Down,Colin Farrell
Dead Man Down,Noomi Rapace
Dead Man Down,Terrence Howard
Dead Man Down,Dominic Cooper
Dead Man Down,Isabelle Huppert
Men in Black 2,Tommy Lee Jones
Men in Black 2,Will Smith
Men in Black 2,Lara Flynn Boyle
Men in Black 2,Johnny Knoxville
Men in Black 2,Rosario Dawson
Jackass Presents: Bad Grandpa,Johnny Knoxville
Jackass Presents: Bad Grandpa,Jackson Nicoll
Jackass Presents: Bad Grandpa,Georgina Kates
Jackass Presents: Bad Grandpa,Greg Harris
Jackass Presents: Bad Grandpa,Kamber Hejik
Blow,Johnny Depp
Blow,Penelope Cruz
Blow,Jordi Molla
Blow,Max Perlich
Blow,Franka Potente
The House of Mirth,Gillian Anderson
The House of Mirth,Eric Stoltz
The House of Mirth,Dan Aykroyd
The House of Mirth,Eleanor Bron
The House of Mirth,Terry Kinney
Drive,Ryan Gosling
Drive,Carey Mulligan
Drive,Bryan Cranston
Drive,Christina Hendricks
Drive,Ron Perlman
Feast,Jason Mewes
Feast,Krista Allen
Feast,Navi Rawat
Feast,Balthazar Getty
Feast,Judah Friedlander
Critical Care,James Spader
Critical Care,Kyra Sedgwick
Critical Care,Albert Brooks
Critical Care,Helen Mirren
Critical Care,Jeffrey Wright
Journey from the Fall,Kieu Chinh
Journey from the Fall,Long Nguyen
Journey from the Fall,Diem Lien
Journey from the Fall,Jayvee Mai The Hiep
Journey from the Fall,Khanh Doan
The Big Wedding,Robert De Niro
The Big Wedding,Katherine Heigl
The Big Wedding,Diane Keaton
The Big Wedding,Amanda Seyfried
The Big Wedding,Topher Grace
Remember the Titans,Denzel Washington
Remember the Titans,Will Patton
Remember the Titans,Donald Faison
Remember the Titans,Wood Harris
Remember the Titans,Ryan Hurst
Bamboozled,Damon Wayans
Bamboozled,Savion Glover
Bamboozled,Jada Pinkett Smith
Bamboozled,Tommy Davidson
Bamboozled,Michael Rapaport
License to Wed,Robin Williams
License to Wed,Mandy Moore
License to Wed,John Krasinski
License to Wed,Christine Taylor
License to Wed,Eric Christian Olsen
Purple Violets,Selma Blair
Purple Violets,Edward Burns
Purple Violets,Debra Messing
Purple Violets,Patrick Wilson
The Apostle,Robert Duvall
The Apostle,Jerry H. Skelton
The Apostle,Melete Woods
The Apostle,Fay Winn
The Apostle,Steve White
Failure to Launch,Matthew McConaughey
Failure to Launch,Sarah Jessica Parker
Failure to Launch,Zooey Deschanel
Failure to Launch,Justin Bartha
Failure to Launch,Bradley Cooper
Premonition,Sandra Bullock
Premonition,Julian McMahon
Premonition,Nia Long
Premonition,Kate Nelligan
Premonition,Amber Valletta
Con Air,Nicolas Cage
Con Air,John Cusack
Con Air,John Malkovich
Con Air,Steve Buscemi
Con Air,Ving Rhames
Vampires Suck,Jenn Proske
Vampires Suck,Matt Lanter
Vampires Suck,Diedrich Bader
Vampires Suck,Chris Riggi
Vampires Suck,Ken Jeong
Resident Evil: Apocalypse,Milla Jovovich
Resident Evil: Apocalypse,Oded Fehr
Resident Evil: Apocalypse,Jared Harris
Resident Evil: Apocalypse,Mike Epps
Resident Evil: Apocalypse,Thomas Kretschmann
Flash Gordon,Max von Sydow
Flash Gordon,Timothy Dalton
Flash Gordon,Sam J. Jones
Flash Gordon,Melody Anderson
Flash Gordon,Topol
Thank You For Smoking,Aaron Eckhart
Thank You For Smoking,Maria Bello
Thank You For Smoking,Cameron Bright
Thank You For Smoking,Adam Brody
Thank You For Smoking,Rob Lowe
eXistenZ,Jennifer Jason Leigh
eXistenZ,Jude Law
eXistenZ,Willem Dafoe
eXistenZ,Ian Holm
eXistenZ,Don McKellar
Moneyball,Brad Pitt
Moneyball,Jonah Hill
Moneyball,Philip Seymour Hoffman
Moneyball,Robin Wright
Moneyball,Chris Pratt
Snow Flower and the Secret Fan,Gianna Jun
Snow Flower and the Secret Fan,Li Bingbing
Snow Flower and the Secret Fan,Vivian Wu
Snow Flower and the Secret Fan,Jiang Wu
Snow Flower and the Secret Fan,Russell Wong
Cloud Atlas,Tom Hanks
Cloud Atlas,Halle Berry
Cloud Atlas,Jim Broadbent
Cloud Atlas,Hugo Weaving
Cloud Atlas,Jim Sturgess
Chasing Liberty,Mandy Moore
Chasing Liberty,Matthew Goode
Chasing Liberty,Jeremy Piven
Chasing Liberty,Annabella Sciorra
Chasing Liberty,Mark Harmon
School Daze,Laurence Fishburne
School Daze,Giancarlo Esposito
School Daze,Tisha Campbell
School Daze,Kyme
School Daze,Spike Lee
Alien 3,Charles S. Dutton
Alien 3,Lance Henriksen
Alien 3,Sigourney Weaver
Alien 3,Pete Postlethwaite
Alien 3,Charles Dance
"Happy, Texas",Jeremy Northam
"Happy, Texas",Steve Zahn
"Happy, Texas",William H. Macy
"Happy, Texas",Ally Walker
"Happy, Texas",Illeana Douglas
Runner Runner,Justin Timberlake
Runner Runner,Gemma Arterton
Runner Runner,Anthony Mackie
Runner Runner,Ben Affleck
Runner Runner,Ben Schwartz
Mary Reilly,John Malkovich
Mary Reilly,Glenn Close
Mary Reilly,Julia Roberts
Mary Reilly,Michael Sheen
Mary Reilly,Michael Gambon
Evita,Madonna
Evita,Jonathan Pryce
Evita,Antonio Banderas
Evita,Jimmy Nail
Evita,Victoria Sus
Albino Alligator,Matt Dillon
Albino Alligator,Gary Sinise
Albino Alligator,Skeet Ulrich
Albino Alligator,Faye Dunaway
Albino Alligator,Joe Mantegna
Gamer,Gerard Butler
Gamer,Michael C. Hall
Gamer,Amber Valletta
Gamer,Alison Lohman
Gamer,Logan Lerman
Blended,Adam Sandler
Blended,Drew Barrymore
Blended,Kevin Nealon
Blended,Terry Crews
Blended,Wendi McLendon-Covey
The Lion King,Rowan Atkinson
The Lion King,Matthew Broderick
The Lion King,Niketa Calame
The Lion King,Jim Cummings
The Lion King,Whoopi Goldberg
Annie Get Your Gun,Howard Keel
Annie Get Your Gun,Keenan Wynn
Annie Get Your Gun,Betty Hutton
Miracle,Kurt Russell
Miracle,Patricia Clarkson
Miracle,Noah Emmerich
Miracle,Don S. Davis
Eagle Eye,Shia LaBeouf
Eagle Eye,Michelle Monaghan
Eagle Eye,Rosario Dawson
Eagle Eye,Michael Chiklis
Eagle Eye,Anthony Mackie
Running With Scissors,Annette Bening
Running With Scissors,Brian Cox
Running With Scissors,Gwyneth Paltrow
Running With Scissors,Joseph Fiennes
Running With Scissors,Evan Rachel Wood
The House of Magic,Cinda Adams
The House of Magic,Edward Asner
The House of Magic,George Babbit
The House of Magic,Blu Murray
The House of Magic,Kathleen Browers
Jaws,Roy Scheider
Jaws,Robert Shaw
Jaws,Richard Dreyfuss
Jaws,Lorraine Gary
Jaws,Murray Hamilton
"O Brother, Where Art Thou?",George Clooney
"O Brother, Where Art Thou?",John Turturro
"O Brother, Where Art Thou?",Tim Blake Nelson
"O Brother, Where Art Thou?",Charles Durning
"O Brother, Where Art Thou?",Michael Badalucco
Bogus,Whoopi Goldberg
Bogus,Haley Joel Osment
Bogus,Gerard Depardieu
Bogus,Andrea Martin
Bogus,Nancy Travis
I Love Your Work,Giovanni Ribisi
I Love Your Work,Franka Potente
I Love Your Work,Christina Ricci
I Love Your Work,Judy Greer
I Love Your Work,Joshua Jackson
Nick and Norah's Infinite Playlist,Michael Cera
Nick and Norah's Infinite Playlist,Kat Dennings
Nick and Norah's Infinite Playlist,Aaron Yoo
Nick and Norah's Infinite Playlist,Rafi Gavron
Nick and Norah's Infinite Playlist,Ari Graynor
The Prince of Egypt,Val Kilmer
The Prince of Egypt,Ralph Fiennes
The Prince of Egypt,Michelle Pfeiffer
The Prince of Egypt,Sandra Bullock
The Prince of Egypt,Jeff Goldblum
"New York, New York",Robert De Niro
"New York, New York",Liza Minnelli
"New York, New York",Mary Kay Place
"New York, New York",Dick Miller
3000 Miles to Graceland,Thomas Haden Church
3000 Miles to Graceland,Kevin Pollak
3000 Miles to Graceland,Raoul Ganeev
3000 Miles to Graceland,Shawn Michael Howard
3000 Miles to Graceland,Bokeem Woodbine
She's Gotta Have It,Tracy Camilla Johns
She's Gotta Have It,Tommy Redmond Hicks
She's Gotta Have It,John Canada Terrell
She's Gotta Have It,Spike Lee
She's Gotta Have It,Raye Dowell
Darling Lili,Julie Andrews
Darling Lili,Rock Hudson
The Eye,Jessica Alba
The Eye,Alessandro Nivola
The Eye,Parker Posey
The Eye,Rade Sherbedgia
The Eye,Rachel Ticotin
In the Company of Men,Aaron Eckhart
In the Company of Men,Stacy Edwards
In the Company of Men,Matt Maloy
In the Company of Men,Emily Cline
In the Company of Men,Mark Rector
Mouse Hunt,Nathan Lane
Mouse Hunt,Christopher Walken
Mouse Hunt,Lee Evans
Mouse Hunt,Michael Jeter
Mouse Hunt,Maury Chaykin
Youth in Revolt,Michael Cera
Youth in Revolt,Steve Buscemi
Youth in Revolt,Ray Liotta
Youth in Revolt,Justin Long
Youth in Revolt,Fred Willard
The Spy Next Door,Jackie Chan
The Spy Next Door,Amber Valletta
Restoration,"Robert Downey, Jr."
Restoration,Sam Neill
Restoration,David Thewlis
Restoration,Polly Walker
Restoration,Meg Ryan
Tower Heist,Ben Stiller
Tower Heist,Eddie Murphy
Tower Heist,Casey Affleck
Tower Heist,Alan Alda
Tower Heist,Matthew Broderick
L'auberge espagnole,Cristina Brondo
L'auberge espagnole,Kevin Bishop
L'auberge espagnole,Xavier De Guillebon
L'auberge espagnole,Kelly Reilly
L'auberge espagnole,Judith Godreche
Formula 51,Samuel L. Jackson
Formula 51,Robert Carlyle
Formula 51,Emily Mortimer
Formula 51,Meat Loaf
Formula 51,Rhys Ifans
Land of the Lost,Will Ferrell
Land of the Lost,Danny McBride
Land of the Lost,Anna Friel
Land of the Lost,Jorma Taccone
Land of the Lost,John Boylan
How Stella Got Her Groove Back,Angela Bassett
How Stella Got Her Groove Back,Whoopi Goldberg
How Stella Got Her Groove Back,Taye Diggs
How Stella Got Her Groove Back,Regina King
How Stella Got Her Groove Back,Carl Lumbly
The Powerpuff Girls,Cathy Cavadini
The Powerpuff Girls,Tara Strong
The Powerpuff Girls,Elizabeth Daily
The Powerpuff Girls,Tom Kenny
The Powerpuff Girls,Roger L. Jackson
Ghost Dog: Way of the Samurai,Forest Whitaker
Ghost Dog: Way of the Samurai,John Tormey
Ghost Dog: Way of the Samurai,Cliff Gorman
Ghost Dog: Way of the Samurai,Henry Silva
Ghost Dog: Way of the Samurai,Isaach de Bankole
Not Easily Broken,Morris Chestnut
Not Easily Broken,Taraji P. Henson
The House Bunny,Anna Faris
The House Bunny,Colin Hanks
The House Bunny,Emma Stone
The House Bunny,Kat Dennings
The House Bunny,Katharine McPhee
Happy Feet,Elijah Wood
Happy Feet,Robin Williams
Happy Feet,Brittany Murphy
Happy Feet,Hugh Jackman
Happy Feet,Nicole Kidman
American Splendor,Paul Giamatti
American Splendor,Hope Davis
American Splendor,Molly Shannon
American Splendor,Josh Hutcherson
The Thin Red Line,Sean Penn
The Thin Red Line,Steven Vidlere
The Thin Red Line,Adrien Brody
The Thin Red Line,James Caviezel
The Thin Red Line,Ben Chaplin
Aberdeen,Charlotte Rampling
Aberdeen,Lena Headey
Aberdeen,Stellan Skarsgård
The Covenant,Steven Strait
The Covenant,Sebastian Stan
The Covenant,Laura Ramsey
The Covenant,Taylor Kitsch
The Covenant,Toby Hemingway
The Future,Hamish Linklater
The Future,Miranda July
The Future,David Warshofsky
The Future,Isabella Acres
The Future,Joe Putterlik
Rachel Getting Married,Anne Hathaway
Rachel Getting Married,Rosemarie DeWitt
Rachel Getting Married,Bill Irwin
Rachel Getting Married,Tunde Adebimpe
Rachel Getting Married,Mather Zickel
The Game of Their Lives,Wes Bentley
The Game of Their Lives,Zachery Ty Bryan
The Game of Their Lives,Gerard Butler
The Game of Their Lives,John Rhys-Davies
The Game of Their Lives,Patrick Stewart
Town & Country,Warren Beatty
Town & Country,Diane Keaton
Town & Country,Goldie Hawn
Town & Country,Garry Shandling
Town & Country,Andie MacDowell
