Hot Season,Budget,Director RT Critical Average,Director RT Public Average,Director IMDB Average,Producer RT Critical Average,Producer RT Public Average,Producer IMDB Average,Screenwriter RT Critical Average,Screenwriter RT Public Average,Screenwriter IMDB Average,Actors RT Critical Average,Actors RT Public Average,Actors IMDB Average,Gross
0,6.875061263391699,46.086874487211652,61.798058221921494,6.2401923047290779,55.470149137413507,58.505181700724563,6.5768177353197581,52.543437243605837,64.399029110960726,6.0700961523645391,45.614908770830063,60.855245618968212,5.9779265891457927,6.627341990226048
1,7.30102999566398,2.6867397897856642,27.321935406681291,2.5478703137140264,24.152255121991939,53.857139148032076,5.740476164884428,3.222574778605177,28.195418179460876,2.8695578831001312,8.9114272314736755,31.889842732692895,3.8870443090692306,7.56421027747024
1,7.3979400086720375,75.895921708513001,75.978294817406351,7.3660669395223852,36.002944393114973,49.03195508775913,5.8096308023689884,59.187028852501953,54.623682193120928,6.7073949378086386,61.449221994658018,63.369028906360391,6.8737702772294327,6.90924945463269
1,7.698970004336018,53.665631459994941,65.999999999999972,6.3804388563797083,43.492270196026283,58.682758627967992,6.4899479975454035,48.230872338903154,60.177643561022578,6.5942434266533665,50.272691721166005,61.764301727121392,6.7677170425216033,7.989854448525249
1,7.860338006570993,67.832923159681243,58.402276761178463,6.5555631310625646,0.0,58.460868939187556,6.484315570198393,57.089797945724499,55.231143266802519,6.4407689984317438,42.752281276766645,55.803355277908594,6.1697365198452223,7.7147910154806105
1,7.041392685158225,61.508144603380281,55.551212794854898,6.296642018870604,43.492270196026283,58.682758627967992,6.4899479975454035,37.04699053963418,56.778879763125595,6.2977879508805392,76.947439107124112,66.414525095483171,6.7560472672259948,8.170755764101317
1,8.079181246047623,73.750548149925635,64.468936278639646,7.1158588451056612,38.312881058665482,59.226596905957734,6.1572379517879279,85.988233665333752,84.743420546325012,7.9496835316262988,85.974371863645842,81.815480786139418,7.8043264708366005,8.096864920476882
0,7.3979400086720375,52.000000000000007,57.999999999999986,6.0,51.264971978201935,59.485737672314741,6.3662190714825577,45.693235500343391,59.926638876990097,5.9479925056897294,35.868090688651883,53.630404864308197,5.4506328523841319,7.38705746391523
0,7.0,19.999999999999996,72.0,5.7999999999999998,26.337165502098618,61.122041907446054,5.8749132625445348,19.999999999999996,72.0,5.7999999999999998,25.446860763687813,65.241226164834544,5.9094037813217994,7.261796710868451
0,6.774662922537822,82.995473154548122,70.866437178295826,7.1319759003924386,79.999999999999972,81.000000000000028,7.3000000000000007,75.365774725667038,74.7596147662627,7.0455659815234153,68.067858208397055,75.504654911504275,7.1601016404481648,6.326425783353404
0,7.3979400086720375,24.804625499840441,39.06816306080146,5.1489511632276166,43.492270196026283,58.682758627967992,6.4899479975454035,25.202561398245905,55.517931430203951,5.7292881125922825,29.937850863146878,53.038984147889771,5.8262875433011416,7.539800126570752
0,7.544068044350275,37.508932807690968,65.389770042650767,6.6011986466286272,38.846946447595201,56.256865622340342,6.1886690819564798,47.812454218993203,63.767059626943698,6.8867164351626569,26.200659721383278,50.816155092545266,5.8635964464361692,6.8842144252046005
1,7.3979400086720375,57.999999999999986,34.000000000000007,5.5999999999999996,52.973515351766771,61.68747378187286,6.6290080535602813,65.174508263882245,45.834942731957902,6.0740556323763686,46.505424009000194,48.709127690979678,6.0055237785508782,7.381055160190042
0,7.255272505103306,73.750548149925635,64.468936278639646,7.1158588451056612,59.645735441437232,67.360336769998781,6.7032962971249077,73.832457663171127,73.308508067206134,7.2455726332034676,51.453068568273125,65.822929549888116,6.7505567926317864,6.905151297683693
1,7.954242509439324,87.232341109192916,81.949968710876348,7.3986298798316064,70.792792837372303,70.471769388087836,7.0742631602918253,85.999999999999972,83.999999999999986,7.4999999999999991,36.03512761993975,56.303662443457675,6.2232169243032445,8.081420238665544
1,7.698970004336018,46.119081467254574,59.485930981798333,6.5362343505571276,44.018466102412184,56.661506249312829,6.3338352439255035,33.956410661937539,54.339967597631521,6.3038135002642797,6.6666666666666679,39.866160899008754,5.5343176281313546,7.629275630197749
0,7.778151250383643,33.0,66.999999999999972,6.5999999999999988,33.0,66.999999999999972,6.5999999999999988,33.0,66.999999999999972,6.5999999999999988,34.747984548116747,58.180909403497083,6.2432145969788273,7.116960547921246
1,7.477121254719661,48.000000000000007,32.0,5.4000000000000004,43.492270196026283,58.682758627967992,6.4899479975454035,38.282856857085712,33.204650534085253,5.3748831750190522,47.266013672627899,39.661587858950561,5.6259023693874965,7.237204438735805
0,7.5314789170422545,83.367131421342506,81.329352765455226,7.6431550624592655,0.0,60.041313024742273,6.4022575769085694,74.335804589021222,74.857058716116086,7.2072440944986109,55.061412453829313,64.610538867836212,6.8307202807325575,7.505353411202768
0,7.477121254719661,71.491772197871896,61.02400971409665,6.6310434481058147,79.265272632453687,72.887990777317768,7.1573443064731013,85.879761783470585,72.511566996582701,7.2321783863691413,52.054125010614996,61.529009484207258,6.8123915912095576,7.5074882787627875
0,6.230448921378273,49.999999999999993,81.000000000000028,5.9000000000000004,49.999999999999993,81.000000000000028,5.9000000000000004,49.999999999999993,81.000000000000028,5.9000000000000004,54.677080791442819,79.980762113533189,6.0907494833712548,6.399181877090632
0,7.30102999566398,4.9999999999999991,36.0,4.9999999999999991,4.9999999999999991,36.0,4.9999999999999991,4.9999999999999991,36.0,4.9999999999999991,17.571440453376692,44.408107811872156,5.57808479854857,7.243787341644133
0,7.1760912590556805,94.0,85.999999999999972,4.7999999999999998,33.729225920535946,41.578267517039286,5.4484810550643292,94.0,85.999999999999972,4.7999999999999998,67.834119590817679,70.040189325060524,5.6309092478819691,5.700489112275084
1,7.544068044350275,52.383064868850013,63.21532774912172,6.8193184492405372,0.0,56.818561630810386,6.1195596988661753,59.501127280870037,75.660831051047467,7.2523484351943432,52.556663305890936,75.755923919358921,6.9240733208361149,8.408171210713974
1,6.30102999566398,49.999999999999993,43.0,5.7000000000000011,49.999999999999993,43.0,5.7000000000000011,49.999999999999993,43.0,5.7000000000000011,49.999999999999993,43.0,5.7000000000000002,6.867430538846319
1,6.838849090737255,67.504412647221969,67.13793237384246,7.2062927825653906,62.161081071680208,58.335238064140945,6.5069193939989765,92.000000000000014,83.000000000000028,7.3000000000000007,83.15318858224974,78.109425079421072,7.2332330008890304,7.617111187459005
1,7.653212513775343,30.577769702841316,58.583274063507218,6.4171644828537788,51.380930314660539,60.547502012882411,6.5810333535091576,37.034946604455172,61.835412460907044,6.6763415287563639,36.055280394831307,53.825157409853581,6.0424089968047623,7.845977377250539
1,7.255272505103306,4.8989794855663567,35.496478698597699,4.636809247747852,2.0,34.999999999999993,4.2999999999999998,2.0,34.999999999999993,4.2999999999999998,35.942753543024914,54.946620801573204,6.1044931644121903,7.021269450026322
1,7.568201724066995,57.358521598799953,73.972968035627687,6.8971008402081528,37.022191012821125,56.527110065807491,6.1984934519832802,59.371710435189598,70.992957397195411,7.0498226928058267,41.202031009868698,56.357736974500334,6.3286292122422951,8.177230853969819
0,7.740362689494243,49.427640160517768,62.014694972209512,6.628359775371865,46.967138046410732,60.351892175741355,6.7389392352238415,50.293810829869756,66.211669566116598,6.7176865835782493,49.168970531693901,56.614630635043831,6.4894614730502518,7.8547047354434385
0,6.845098040014256,41.833001326703773,42.130748865881777,6.4621977685614054,0.0,58.460868939187556,6.484315570198393,47.17693980316534,46.596976478049584,6.4076730885701778,44.338819127534883,60.887311395487622,6.608847779439464,7.508417245703976
1,7.724275869600787,35.473818949612124,44.627901222996762,6.0847831864232687,44.018466102412184,56.661506249312829,6.3338352439255035,28.687066092898519,49.005871312507246,5.9121681205461778,28.602334993002092,44.200846499253593,5.799837622719564,7.655206763558829
0,6.176091259055681,61.749493925051766,59.699246226397193,7.2484481097680487,58.925310064815541,73.057314093792314,6.9568777557833084,64.087079501189223,68.168645067174452,7.1982635287139924,61.241358921179227,66.433847468465714,6.8215781293578983,6.867628565326383
1,7.653212513775343,87.086164228309002,69.856996786291887,6.8934751758456345,51.264971978201935,59.485737672314741,6.3662190714825577,54.829150496636544,56.920758277457452,6.3628699237839967,59.563523444076942,63.163569213270684,6.7448306156758093,7.94756076630034
0,8.176091259055681,32.756678708318397,38.948684188300902,5.6444663166680336,51.264971978201935,59.485737672314741,6.3662190714825577,36.999999999999993,41.000000000000007,5.4000000000000004,30.607704927974837,53.876125389229024,6.0655630581385438,7.330266778352141
1,8.0,46.439885994392036,63.752099702837462,6.551988492790132,44.018466102412184,56.661506249312829,6.3338352439255035,62.881114921257613,59.876022356285759,6.3832457663171134,46.65405367828928,57.738291930559079,6.5218633203307599,7.855737768211125
0,7.544068044350275,16.036765677654216,57.698025891143878,5.6438433107755142,17.958212508025582,43.738337276020609,5.2338766003971111,5.5000000000000009,58.447007449904191,5.314792302488887,27.175160337007839,54.440005092234145,5.8283727283626332,7.777018829013294
0,7.30102999566398,7.9999999999999982,38.999999999999993,4.5,27.276363393971721,59.899916527487775,6.0745370193949766,7.9999999999999982,38.999999999999993,4.5,7.9999999999999973,38.999999999999993,4.5,6.30102999566398
0,7.544068044350275,51.968422642910234,54.281112919579748,5.6296051177073014,0.0,60.041313024742273,6.4022575769085694,28.057438524302,42.686533479473212,5.719476484825246,37.772543757436992,52.390627474766205,5.9593487376237873,7.8383193565272125
1,7.30102999566398,30.000000000000004,33.0,3.8999999999999995,51.264971978201935,59.485737672314741,6.3662190714825577,30.000000000000004,33.0,3.8999999999999995,28.843140067609912,40.111949857725953,4.5858248860946089,7.230167714093079
0,7.672097857935717,49.780308303413449,70.109802598269781,6.7286817989701619,0.0,58.243155936953556,6.3428092747358882,48.999999999999993,66.999999999999972,6.4999999999999991,23.871637373448312,54.985841505740417,5.907389642557721,7.4739458826199305
0,6.30102999566398,92.819397451323056,79.880655382645585,7.26374720231974,75.619195562227659,69.319535172830115,7.0156204810290612,83.341496824953794,74.043485952730151,7.155718093655536,79.746944724002731,74.51737070117224,7.2005261170345713,7.394451680826215
1,7.041392685158225,70.664699636431735,64.017001052282978,6.8045333297614539,59.645735441437232,67.360336769998781,6.7032962971249077,87.50480461883086,77.824967719366668,7.0924945544523075,40.308507723238435,52.492779926908845,6.1406646695867622,7.009223362784318
0,7.278753600952829,52.621288467691471,54.990908339470096,6.2928530890209089,72.963140154030825,64.105209037251683,6.9215903246594594,37.547969230230933,51.209497027614745,6.2659902735662536,52.243057658546945,58.247555657330743,6.6368436266617286,7.592438687920279
1,6.778151250383643,56.568542494923776,42.661458015403085,6.1449165982948877,79.999999999999972,52.000000000000007,6.4000000000000004,79.999999999999972,52.000000000000007,6.4000000000000004,47.930278113900606,52.219293853731109,6.14753902753188,6.0132249650831495
1,7.146128035678237,35.473818949612124,44.627901222996762,6.0847831864232687,38.846946447595201,56.256865622340342,6.1886690819564798,41.545541477755002,51.853453754577707,6.2413363262797912,69.353718402585073,63.316698634193436,6.5810022818958158,7.554562481136281
1,7.0,35.118539286448843,54.287514229515878,5.9891707169184709,77.000000000000014,74.999999999999972,7.3000000000000007,56.519287907626186,69.407512824284893,6.8702207509459985,54.967472230272456,65.661235154388905,6.8098750348643078,6.193903402552746
1,8.243038048686294,29.41589592770196,62.406682723171897,6.3765674606490768,0.0,58.460868939187556,6.484315570198393,27.144696273058205,55.076807365538201,5.6927698934151678,52.495161095696233,61.742425397507731,6.6652395385513126,8.001256288890279
