Name,RTC Mean,RTA Mean,IMDB Mean
Guy Torry,17.999999999999996,79.999999999999972,5.2000000000000002
Spencer Locke,62.781640947660428,59.150530105405998,5.6737067440616826
Bérénice Bejo,98.000000000000043,88.000000000000028,7.9999999999999982
Tommy Davidson,10.000000000000002,65.999999999999972,3.7000000000000006
Ursula Andress,98.000000000000043,82.000000000000014,7.3000000000000007
Bette Midler,25.005842517973637,47.965226433469873,5.5071150122860439
Stephen Barker Turner,13.0,17.999999999999996,4.0
David Thewlis,36.591107949235372,45.52665867106667,5.8965569019168376
Spike Lee,49.081564767232088,53.740115370177605,5.7008771254956887
Ron Silver,51.215232109207527,46.583258795408476,6.4171644828537788
Joaquin Phoenix,61.025410225658717,69.991064794220435,7.1017429507697791
