Movie Name,Release Date,Genre,Budget,Gross Revenue,Url
Daddy Day Care,"May 9, 2003",Comedy,"$60,000,000","$104,148,781",/movie/Daddy-Day-Care#tab=summary
Daddy Longlegs,"May 14, 2010",Comedy, ,"$21,766",/movie/Daddy-Longlegs#tab=summary
Daddy Nostalgie,"Apr 12, 1991",Drama, ,"$468,443",/movie/Daddy-Nostalgie#tab=summary
Daddy's Dyin' Who's Got the Will?,"Jan 1, 1990",, ,"$1,373,728",/movie/Daddys-Dyin-Whos-Got-the-Will#tab=summary
Daddy's Home,"Sep 10, 2010",Thriller/Suspense, ,$796,/movie/Daddys-Home#tab=summary
Daddy's Little Girls,"Feb 14, 2007",Romantic Comedy, ,"$31,366,978",/movie/Daddys-Little-Girls#tab=summary
Daensing Kwin,"Jan 18, 2012",Romantic Comedy, ,$0,/movie/Daensing-Kwin#tab=summary
Daguerréotypes,"Dec 12, 2011",Documentary, ,$0,/movie/Daguerreotypes#tab=summary
Dahek,"Dec 17, 1999",, ,"$63,886",/movie/Dahek#tab=summary
Dahmer,"Jun 21, 2002",, ,"$144,008",/movie/Dahmer#tab=summary
Dai juk hei kek,"Sep 28, 2012",Comedy, ,"$33,700",/movie/Dai-juk-hei-kek#tab=summary
Dai-Nipponjin,"May 15, 2009",Comedy, ,"$23,446",/movie/Dai-Nipponjin#tab=summary
Daikessen! Cho Urutora Hachi Kyodai,"Dec 31, 2008",, ,$0,/movie/Daikessen-Cho-Urutora-Hachi-Kyodai#tab=summary
The Daisy Chain,"Dec 31, 2009",, ,$0,/movie/Daisy-Chain-The#tab=summary
Dakota Skye,"Jul 14, 2009",, ,$0,/movie/Dakota-Skye#tab=summary
Dalai Lama Renaissance,"May 21, 2008",Documentary, ,"$132,411",/movie/Dalai-Lama-Renaissance#tab=summary
Dali,"Dec 31, 2011",Drama, ,$0,/movie/Dali#tab=summary
Dali & I: The Surreal Story,"Dec 31, 2011",Drama, ,$0,/movie/Dali-and-I-The-Surreal-Story#tab=summary
Dali Dimension: Decoding the Mind of a Genius,"Aug 5, 2008",Documentary, ,$0,/movie/Dali-Dimension-Decoding-the-Mind-of-a-Genius#tab=summary
Dallas,"Dec 31, 2012",Drama, ,$0,/movie/Dallas#tab=summary
Dallas 362,"Apr 22, 2005",Drama, ,"$21,108",/movie/Dallas-362#tab=summary
Dallas Buyers Club,"Nov 1, 2013",Drama,"$5,000,000","$27,298,285",/movie/Dallas-Buyers-Club#tab=summary
Daltry Calhoun,"Sep 23, 2005",Black Comedy, ,"$12,460",/movie/Daltry-Calhoun#tab=summary
Damage,"Dec 23, 1992",Drama, ,"$7,532,911",/movie/Damage#tab=summary
Damage (2009),"Mar 23, 2010",Action, ,$0,/movie/Damage-(2009)#tab=summary
Damage Control,"Dec 31, 2011",Drama, ,$0,/movie/Damage-Control#tab=summary
Damaged Lives,"Jun 13, 1937",, ,"$1,800,000",/movie/Damaged-Lives#tab=summary
Damien: Omen II,"Jun 9, 1978",Horror, ,"$24,000,000",/movie/Damien-Omen-II#tab=summary
Damn Yankees,"Dec 31, 2011",Musical, ,$0,/movie/Damn-Yankees#tab=summary
Damnation Alley,"Oct 21, 1977",,"$17,000,000",$0,/movie/Damnation-Alley#tab=summary
The Damned United,"Oct 9, 2009",Drama,"$6,400,000","$449,865",/movie/Damned-United-The#tab=summary
Damsels in Distress,"Apr 6, 2012",Black Comedy,"$3,000,000","$1,007,535",/movie/Damsels-in-Distress#tab=summary
Dan in Real Life,"Oct 20, 2007",Romantic Comedy, ,"$47,642,963",/movie/Dan-in-Real-Life#tab=summary
Dance Avec Lui,"Dec 31, 2007",, ,$0,/movie/Dance-Avec-Lui#tab=summary
Dance Flick,"May 22, 2009",Comedy,"$25,000,000","$25,662,155",/movie/Dance-Flick#tab=summary
Dance Julianne: Cardio Ballroom,"Dec 15, 2009",, ,$0,/movie/Dance-Julianne-Cardio-Ballroom#tab=summary
Dance of the Mirlitons,"Dec 31, 2011",Drama, ,$0,/movie/Dance-of-the-Mirlitons#tab=summary
The Dance,"Apr 6, 2007",Comedy, ,$0,/movie/Dance-The#tab=summary
Dance With a Stranger,"Aug 9, 1985",Drama, ,"$842,221",/movie/Dance-With-a-Stranger#tab=summary
Dance With Me,"Aug 21, 1998",Musical, ,"$15,923,354",/movie/Dance-With-Me#tab=summary
Dancehall Queen,"Oct 10, 1997",, ,"$223,426",/movie/Dancehall-Queen#tab=summary
Dancemaker,"Mar 5, 1999",, ,"$240,514",/movie/Dancemaker#tab=summary
Dancer in the Dark,"Sep 22, 2000",Musical,"$12,500,000","$4,157,491",/movie/Dancer-in-the-Dark#tab=summary
"Dancer, Texas Pop. 81","May 1, 1998",Comedy,"$2,300,000","$574,838",/movie/Dancer-Texas-Pop-81#tab=summary
The Dancer Upstairs,"May 2, 2003",Drama, ,"$2,374,732",/movie/Dancer-Upstairs-The#tab=summary
Dancers,"Dec 31, 1987",, ,"$1,190,416",/movie/Dancers#tab=summary
Dances with Wolves,"Nov 9, 1990",Western,"$19,000,000","$184,208,842",/movie/Dances-with-Wolves#tab=summary
Dancing Across Borders,"Mar 26, 2010",Documentary, ,"$66,166",/movie/Dancing-Across-Borders#tab=summary
Dancing at Lughnasa,"Nov 13, 1998",Drama, ,"$2,361,632",/movie/Dancing-at-Lughnasa#tab=summary
Dancing at the Blue Iguana,"Oct 19, 2001",, ,"$60,103",/movie/Dancing-at-the-Blue-Iguana#tab=summary
Dancing Co-Ed,"Aug 23, 2010",Romantic Comedy, ,$0,/movie/Dancing-Co-Ed#tab=summary
Dancing in Jaffa,"Apr 11, 2014",Documentary, ,"$136,257",/movie/Dancing-in-Jaffa#tab=summary
Dane Cook - Vicious Circle,"Nov 28, 2006",, ,$0,/movie/Dane-Cook-Vicious-Circle#tab=summary
Dane Cook's Tourgasm,"Dec 26, 2006",, ,$0,/movie/Dane-Cooks-Tourgasm#tab=summary
Danger Zone,"Dec 31, 1997",, ,$0,/movie/Danger-Zone#tab=summary
Dangerous Beauty,"Feb 20, 1998",Drama, ,"$4,553,271",/movie/Dangerous-Beauty#tab=summary
Dangerous Games,"Dec 31, 2007",, ,$0,/movie/Dangerous-Games#tab=summary
Dangerous Ground,"Feb 12, 1997",Thriller/Suspense, ,"$5,102,151",/movie/Dangerous-Ground#tab=summary
Dangerous ISHHQ,"May 11, 2012",Thriller/Suspense, ,$0,/movie/Dangerous-ISHHQ#tab=summary
Dangerous Liaisons,"Dec 21, 1988",Drama,"$14,000,000","$34,700,000",/movie/Dangerous-Liaisons#tab=summary
Dangerous Liaisons,"Nov 9, 2012",Drama, ,"$17,000",/movie/Dangerous-Liaisons-(2012)#tab=summary
The Dangerous Lives of Altar Boys,"Jun 14, 2002",Drama,"$12,000,000","$1,779,284",/movie/Dangerous-Lives-of-Altar-Boys-The#tab=summary
Dangerous Man,"Feb 9, 2010",Action, ,$0,/movie/Dangerous-Man#tab=summary
A Dangerous Method,"Nov 23, 2011",Drama,"$20,000,000","$5,702,083",/movie/Dangerous-Method-A#tab=summary
Dangerous Minds,"Aug 11, 1995",Drama, ,"$84,919,401",/movie/Dangerous-Minds#tab=summary
A Dangerous Place,"Dec 31, 2012",Thriller/Suspense, ,$0,/movie/Dangerous-Place-A#tab=summary
A Dangerous Woman,"Dec 3, 1993",Drama, ,"$1,497,222",/movie/Dangerous-Woman-A#tab=summary
Dangerously Close,"May 9, 1986",Thriller/Suspense, ,"$2,026,765",/movie/Dangerously-Close#tab=summary
Daniel,"Aug 26, 1983",Drama, ,"$484,068",/movie/Daniel#tab=summary
Daniel y Ana,"Aug 27, 2010",Drama, ,"$2,372",/movie/Daniel-y-Ana#tab=summary
The Danish Girl,"Dec 31, 2011",Drama, ,$0,/movie/Danish-Girl-The#tab=summary
Danny Deckchair,"Aug 11, 2004",Comedy, ,"$159,279",/movie/Danny-Deckchair#tab=summary
Danny the Dog,"May 13, 2005",Action,"$43,000,000","$24,537,621",/movie/Danny-the-Dog#tab=summary
Danny Trego's Vengeance,"Dec 31, 2013",Action, ,$0,/movie/Danny-Trejos-Vengeance#tab=summary
Dans l'oeil Du Chat,"Feb 13, 2004",, ,"$155,714",/movie/Dans-l-oeil-Du-Chat#tab=summary
Dans la maison,"Apr 19, 2013",Drama, ,"$388,044",/movie/Dans-la-maison#tab=summary
Dans Paris,"Aug 8, 2007",Drama, ,"$63,049",/movie/Dans-Paris#tab=summary
Dans une galaxie pres de chez vous 2,"Apr 18, 2008",Comedy, ,"$1,883,999",/movie/Dans-une-galaxie-pres-de-chez-vous-2#tab=summary
Dans une galaxie près de chez vous - Le film,"Apr 16, 2004",Comedy, ,"$2,164,047",/movie/Dans-une-galaxie-pres-de-chez-vous-Le-film#tab=summary
La Danse,"Nov 4, 2009",, ,"$567,493",/movie/Danse-La#tab=summary
Dante's Inferno,"Feb 9, 2010",, ,$0,/movie/Dantes-Inferno#tab=summary
Dante's Peak,"Feb 7, 1997",Drama,"$115,000,000","$67,163,857",/movie/Dantes-Peak#tab=summary
La danza de la realidad,"May 23, 2014",Drama, ,"$293,680",/movie/danza-de-la-realidad-La#tab=summary
Dao huo xian,"Mar 14, 2008",Action, ,$0,/movie/Dao-huo-xian#tab=summary
Dao Jian Xiao,"Mar 18, 2011",Comedy, ,"$47,897",/movie/Dao-Jian-Xiao#tab=summary
Daratt,"Apr 6, 2007",Drama, ,"$3,303",/movie/Daratt#tab=summary
Darbareye Elly,"Dec 31, 2009",, ,$0,/movie/Darbareye-Elly#tab=summary
Dare,"Nov 13, 2009",, ,"$18,087",/movie/Dare#tab=summary
Dare Not Walk Alone,"Apr 25, 2008",Documentary, ,"$52,166",/movie/Dare-Not-Walk-Alone#tab=summary
Dare to Love Me,"Dec 31, 2011",Drama, ,$0,/movie/Dare-to-Love-Me#tab=summary
Daredevil,"Feb 14, 2003",Action,"$80,000,000","$102,543,518",/movie/Daredevil#tab=summary
Darfur Now,"Nov 2, 2007",Documentary, ,"$109,107",/movie/Darfur-Now#tab=summary
The Darjeeling Limited,"Sep 29, 2007",Adventure, ,"$11,902,715",/movie/Darjeeling-Limited-The#tab=summary
Dark Angel,"Sep 28, 1990",Action,"$7,000,000","$4,372,561",/movie/Dark-Angel#tab=summary
Dark Blue,"Feb 21, 2003",Drama,"$15,000,000","$9,237,470",/movie/Dark-Blue#tab=summary
Dark Blue World,"Dec 28, 2001",, ,"$258,215",/movie/Dark-Blue-World#tab=summary
Dark Circles,"Dec 31, 2012",Horror, ,$0,/movie/Dark-Circles#tab=summary
Dark City,"Feb 27, 1998",Thriller/Suspense,"$27,000,000","$14,435,076",/movie/Dark-City#tab=summary
Dark Country,"Oct 6, 2009",, ,$0,/movie/Dark-Country#tab=summary
Dark Crossing,"Dec 31, 2010",, ,$0,/movie/Dark-Crossing#tab=summary
The Dark Crystal,"Dec 17, 1982",Adventure, ,"$40,577,001",/movie/Dark-Crystal-The#tab=summary
Dark Days,"Aug 30, 2000",, ,"$435,546",/movie/Dark-Days#tab=summary
Dark Disciple,"Dec 31, 2014",Thriller/Suspense, ,$0,/movie/Dark-Disciple#tab=summary
Dark Feed,"Dec 31, 2012",, ,$0,/movie/Dark-Feed#tab=summary
Dark Floors,"Oct 14, 2008",Horror, ,$0,/movie/Dark-Floors#tab=summary
The Dark Half,"Apr 23, 1993",Horror,"$15,000,000","$9,579,068",/movie/Dark-Half-The#tab=summary
Dark Horse,"Jun 8, 2012",Drama, ,"$166,228",/movie/Dark-Horse#tab=summary
The Dark Hours,"Oct 13, 2005",Horror,"$400,000",$423,/movie/Dark-Hours-The#tab=summary
Dark House,"Dec 31, 2010",Horror, ,$0,/movie/Dark-House#tab=summary
Dark House,"Mar 14, 2014",Horror, ,$0,/movie/Dark-House-(2014)#tab=summary
Dark Island,"Dec 31, 2010",Multiple Genres, ,$0,/movie/Dark-Island#tab=summary
The Dark Knight Rises,"Jul 20, 2012",Action,"$275,000,000","$448,139,099",/movie/Dark-Knight-Rises-The#tab=summary
The Dark Knight,"Jul 18, 2008",Action,"$185,000,000","$533,345,358",/movie/Dark-Knight-The#tab=summary
The Dark Lurking,"Dec 31, 2009",, ,$0,/movie/Dark-Lurking-The#tab=summary
Dark Matter,"Apr 11, 2008",Drama, ,"$30,591",/movie/Dark-Matter#tab=summary
Dark Obsession,"Jan 1, 1991",, ,"$333,811",/movie/Dark-Obsession#tab=summary
Dark Places,"Dec 31, 2014",Thriller/Suspense, ,$0,/movie/Dark-Places#tab=summary
Dark Shadows,"May 11, 2012",Black Comedy,"$150,000,000","$79,727,149",/movie/Dark-Shadows#tab=summary
The Dark Side of the Sun,"Dec 31, 1988",Drama, ,$0,/movie/Dark-Side-of-the-Sun-The#tab=summary
Dark Skies,"Feb 22, 2013",Thriller/Suspense,"$3,500,000","$17,418,667",/movie/Dark-Skies#tab=summary
Dark Streets,"Jun 30, 2009",Drama, ,"$10,958",/movie/Dark-Streets#tab=summary
Dark Tide,"Mar 30, 2012",Thriller/Suspense, ,$0,/movie/Dark-Tide#tab=summary
Dark Touch,"Sep 27, 2013",Horror, ,$0,/movie/Dark-Touch#tab=summary
Dark Tourist,"Dec 31, 2012",Thriller/Suspense, ,$0,/movie/Dark-Tourist#tab=summary
The Dark Tower,"Dec 31, 2011",Action, ,$0,/movie/Dark-Tower-The#tab=summary
A Dark Truth,"Jan 4, 2013",Thriller/Suspense, ,"$5,750",/movie/Dark-Truth-A#tab=summary
Dark Water,"Jul 8, 2005",Thriller/Suspense,"$60,000,000","$25,473,093",/movie/Dark-Water#tab=summary
The Darkening,"Dec 31, 2012",, ,$0,/movie/Darkening-The#tab=summary
The Darkest Day,"Dec 31, 2012",Thriller/Suspense, ,$0,/movie/Darkest-Day-The#tab=summary
The Darkest Hour,"Dec 25, 2011",Action,"$34,800,000","$21,443,494",/movie/Darkest-Hour-The#tab=summary
Darkman,"Aug 24, 1990",Action, ,"$32,942,739",/movie/Darkman#tab=summary
Darkman 2 - The Return of Durant ,"Jun 1, 2010",Thriller/Suspense, ,$0,/movie/Darkman-2-The-Return-of-Durant#tab=summary
Darkman III: Die Darkman Die,"Feb 25, 1997",Thriller/Suspense, ,$0,/movie/Darkman-III-Die-Darkman-Die#tab=summary
Darkness,"Dec 25, 2004",Horror,"$10,600,000","$22,163,442",/movie/Darkness#tab=summary
Darkness Falls,"Jan 24, 2003",Horror,"$7,000,000","$32,539,681",/movie/Darkness-Falls#tab=summary
Darkon,"Feb 26, 2008",Documentary, ,$0,/movie/Darkon#tab=summary
Darkroom,"Dec 31, 2013",Thriller/Suspense, ,$0,/movie/Darkroom#tab=summary
Darling,"Sep 7, 2007",Horror, ,$0,/movie/Darling#tab=summary
Darling Companion,"Apr 20, 2012",Comedy, ,"$793,352",/movie/Darling-Companion#tab=summary
Darling Lili,"Jan 1, 1970",Drama,"$22,000,000","$5,000,000",/movie/Darling-Lili#tab=summary
Darnell Dawkins: Mouth Guitar Legend,"Dec 31, 2012",, ,$0,/movie/Darnell-Dawkins-Mouth-Guitar-Legend#tab=summary
"Darshan, The Embrace","Jul 28, 2006",, ,"$66,032",/movie/Darshan-The-Embrace#tab=summary
The Darwin Awards,"Jul 31, 2007",Romantic Comedy, ,$0,/movie/Darwin-Awards-The#tab=summary
Darwin's Nightmare,"Aug 5, 2005",Documentary, ,"$203,746",/movie/Darwins-Nightmare#tab=summary
Dasavatharam,"Dec 31, 2008",Action, ,$0,/movie/Dasavatharam#tab=summary
Dasepo Naughty Girls,"Dec 31, 2006",, ,$0,/movie/Dasepo-Naughty-Girls#tab=summary
Dast-Neveshtehaa Nemisoosand,"Jun 13, 2014",Drama, ,"$2,390",/movie/Dast-Neveshtehaa-Nemisoosand#tab=summary
Date and Switch,"Feb 14, 2014",Comedy, ,$0,/movie/Date-and-Switch#tab=summary
Date Movie,"Feb 17, 2006",Comedy,"$20,000,000","$48,548,426",/movie/Date-Movie#tab=summary
Date Night,"Apr 9, 2010",Comedy,"$55,000,000","$98,711,404",/movie/Date-Night#tab=summary
Date With an Angel,"Jan 1, 1987",, ,"$2,000,000",/movie/Date-With-an-Angel#tab=summary
A Date with Judy,"Jan 1, 1948",, ,"$3,700,000",/movie/Date-with-Judy-A#tab=summary
Daughter of the Queen of Sheba,"Dec 31, 2011",Drama, ,$0,/movie/Daughter-of-the-Queen-of-Sheba#tab=summary
The Daughter,"Dec 31, 2015",Drama, ,$0,/movie/Daughter-The#tab=summary
Dave,"May 7, 1993",Comedy, ,"$63,270,710",/movie/Dave#tab=summary
Dave Chappelle's Block Party,"Mar 3, 2006",Documentary,"$3,000,000","$11,718,595",/movie/Dave-Chappelles-Block-Party#tab=summary
Dave Clark Five & Beyond: Glad All Over,"May 13, 2014",Documentary, ,$0,/movie/Dave-Clark-Five-and-Beyond-Glad-All-Over#tab=summary
David and Bathsheba,"Jan 1, 1951",, ,"$14,000,000",/movie/David-and-Bathsheba#tab=summary
David & Layla,"Jul 20, 2007",Romantic Comedy, ,"$120,750",/movie/David-and-Layla#tab=summary
David Attenborough: Life Stories,"Feb 12, 2013",Documentary, ,$0,/movie/David-Attenborough-Life-Stories#tab=summary
David Copperfield,"Dec 31, 2011",Drama, ,$0,/movie/David-Copperfield-(2011)#tab=summary
David E. Talbert's A Fool and His Money,"Jun 5, 2012",Comedy, ,$0,/movie/David-E-Talberts-A-Fool-and-His-Money#tab=summary
David Hockney: A Bigger Picture,"Jun 15, 2010",Documentary, ,$0,/movie/David-Hockney-A-Bigger-Picture#tab=summary
Dawg,"Dec 31, 2002",Comedy, ,$0,/movie/Dawg#tab=summary
Dawn of the Dead,"Mar 19, 2004",Horror,"$28,000,000","$58,990,765",/movie/Dawn-of-the-Dead#tab=summary
Dawn of the Dead,"Apr 20, 1979",Horror,"$1,500,000","$5,100,000",/movie/Dawn-of-the-Dead-(1979)#tab=summary
Dawn of the Dragonslayer,"Dec 31, 2011",Adventure, ,$0,/movie/Dawn-of-the-Dragonslayer#tab=summary
Dawn of the Planet of the Apes,"Jul 11, 2014",Adventure,"$170,000,000","$206,827,518",/movie/Dawn-of-the-Planet-of-the-Apes#tab=summary
"Dawn Patrol, The","Dec 23, 1938",Drama, ,$0,/movie/Dawn-Patrol-The#tab=summary
Dawn Rider,"Dec 31, 2012",, ,$0,/movie/Dawn-Rider#tab=summary
The Day After Tomorrow,"May 28, 2004",Adventure,"$125,000,000","$186,740,799",/movie/Day-After-Tomorrow-The#tab=summary
Day and Night,"Dec 31, 2010",, ,$0,/movie/Day-and-Night#tab=summary
"Day for an Affair, A","Dec 31, 2007",, ,$0,/movie/Day-for-an-Affair-A#tab=summary
Day for Night,"Dec 31, 1998",, ,$0,/movie/Day-for-Night#tab=summary
The Day I Became a Woman,"Apr 6, 2001",, ,"$344,235",/movie/Day-I-Became-a-Woman-The#tab=summary
A Day in the Life,"Jul 7, 2009",, ,$0,/movie/Day-in-the-Life-A#tab=summary
Day Night Day Night,"May 9, 2007",Drama, ,"$31,777",/movie/Day-Night-Day-Night#tab=summary
The Day of the Beast,"Dec 23, 1998",, ,"$15,324",/movie/Day-of-the-Beast-The#tab=summary
Day of the Dead,"Jul 3, 1985",Horror,"$3,500,000","$5,804,262",/movie/Day-of-the-Dead#tab=summary
Day of the Dead,"Apr 8, 2008",Horror,"$18,000,000",$0,/movie/Day-of-the-Dead-(2008)#tab=summary
The Day of the Dolphin,"Jan 1, 1973",, ,"$2,300,000",/movie/Day-of-the-Dolphin-The#tab=summary
Day of the Falcon,"Mar 1, 2013",Drama, ,$0,/movie/Day-of-the-Falcon#tab=summary
The Day of the Jackal,"May 18, 1973",, ,"$16,056,255",/movie/Day-of-the-Jackal-The#tab=summary
The Day of the Seige,"Dec 31, 2013",, ,$0,/movie/Day-of-the-Seige-The#tab=summary
The Day Silence Died,"Dec 8, 2000",, ,"$1,742",/movie/Day-Silence-Died-The#tab=summary
The Day,"Aug 29, 2012",Thriller/Suspense, ,"$20,984",/movie/Day-The#tab=summary
The Day the Earth Stood Still,"Dec 12, 2008",Adventure,"$80,000,000","$79,366,978",/movie/Day-the-Earth-Stood-Still-The#tab=summary
The Day the Earth Stood Still,"Mar 4, 2003",,"$1,200,000","$3,700,000",/movie/Day-the-Earth-Stood-Still-The-(1951)#tab=summary
The Day the Earth Stopped,"Dec 16, 2008",, ,$0,/movie/Day-the-Earth-Stopped-The#tab=summary
A Day Without a Mexican,"May 14, 2004",Comedy, ,"$4,180,870",/movie/Day-Without-a-Mexican-A#tab=summary
Day Zero,"Jan 18, 2008",Drama, ,"$16,659",/movie/Day-Zero#tab=summary
Daybreak,"Feb 4, 2005",Drama, ,"$6,355",/movie/Daybreak#tab=summary
Daybreakers,"Jan 8, 2010",Horror,"$20,000,000","$30,101,577",/movie/Daybreakers#tab=summary
Daydream Nation,"Apr 15, 2011",Drama, ,$0,/movie/Daydream-Nation#tab=summary
Dayereh,"Mar 9, 2001",Drama,"$10,000","$673,780",/movie/Dayereh#tab=summary
Daylight,"Dec 6, 1996",Action,"$80,000,000","$32,908,290",/movie/Daylight#tab=summary
Daylight,"Jul 15, 2011",Thriller/Suspense, ,"$4,171",/movie/Daylight-(2010)#tab=summary
Days and Nights,"Sep 26, 2014",Comedy, ,$0,/movie/Days-and-Nights#tab=summary
The Days Before,"Dec 31, 2011",Thriller/Suspense, ,$0,/movie/Days-Before-The#tab=summary
Days of Being Wild,"Nov 19, 2004",Drama, ,"$141,864",/movie/Days-of-Being-Wild#tab=summary
Days of Heaven,"Sep 13, 1978",Drama,"$3,000,000","$3,446,749",/movie/Days-of-Heaven#tab=summary
Days of Nick Drake,"May 17, 2002",, ,"$17,384",/movie/Days-of-Nick-Drake#tab=summary
Days of Thunder,"Jun 27, 1990",Action,"$60,000,000","$82,670,733",/movie/Days-of-Thunder#tab=summary
Days of Wine and Roses,"Dec 26, 1962",Drama, ,"$8,123,077",/movie/Days-of-Wine-and-Roses#tab=summary
Days of Wrath,"Dec 31, 2011",Drama, ,$0,/movie/Days-of-Wrath#tab=summary
Daytime Drinking,"Jun 5, 2009",, ,"$4,970",/movie/Daytime-Drinking#tab=summary
The Daytrippers,"Mar 5, 1997",Romantic Comedy, ,"$2,096,256",/movie/Daytrippers-The#tab=summary
Dazed and Confused,"Sep 24, 1993",Comedy,"$6,900,000","$7,950,889",/movie/Dazed-and-Confused#tab=summary
DCI: Big Loud Live 11,"Aug 7, 2014",Concert/Performance, ,$0,/movie/DCI-Big-Loud-Live-11#tab=summary
Ddeugeoun-geosi joh-a,"Dec 31, 2008",, ,$0,/movie/Ddeugeoun-geosi-joh-a#tab=summary
Ddongpari,"Aug 21, 2012",, ,$0,/movie/Ddongpari#tab=summary
De battre mon coeur s'est arrêté,"Jul 1, 2005",Drama,"$5,500,000","$1,023,424",/movie/De-battre-mon-coeurs-est-arrete#tab=summary
De Dana Dan,"Nov 25, 2009",Comedy, ,"$944,979",/movie/De-Dana-Dan#tab=summary
De l'autre côté du périph,"Dec 19, 2012",Comedy, ,"$8,689",/movie/De-l-autre-cote-du-periph#tab=summary
De-Lovely,"Jun 25, 2004",Drama,"$4,000,000","$13,337,299",/movie/De-Lovely#tab=summary
De Mai Tinh,"Sep 10, 2010",Romantic Comedy, ,"$165,987",/movie/De-Mai-Tinh#tab=summary
De père en flic,"Jul 8, 2009",Comedy, ,"$10,644,453",/movie/De-pere-en-flic#tab=summary
De rouille et dos,"Nov 23, 2012",Drama, ,"$2,061,449",/movie/De-rouille-et-dos#tab=summary
De Sade,"Aug 27, 1969",, ,"$1,200,000",/movie/De-Sade#tab=summary
De Taali,"Dec 31, 2008",Romantic Comedy, ,$0,/movie/De-Taali#tab=summary
The Dead 2,"Dec 31, 2014",, ,$0,/movie/Dead-2-The#tab=summary
Dead Again,"Aug 23, 1991",Thriller/Suspense, ,"$38,016,380",/movie/Dead-Again#tab=summary
Dead and Buried,"Nov 13, 1981",, ,"$216,166",/movie/Dead-and-Buried#tab=summary
The Dead and the Damned,"Dec 31, 2010",Western, ,$0,/movie/Dead-and-the-Damned-The#tab=summary
Dead Awake,"Dec 3, 2010",Thriller/Suspense, ,"$30,600",/movie/Dead-Awake#tab=summary
Dead Bang,"Mar 24, 1989",Action, ,"$6,935,216",/movie/Dead-Bang#tab=summary
Dead Beat,"Aug 1, 1994",, ,"$5,000",/movie/Dead-Beat#tab=summary
Dead Before Dawn 3D,"Sep 6, 2013",Black Comedy, ,$0,/movie/Dead-Before-Dawn-3D#tab=summary
Dead Calm,"Apr 7, 1989",Thriller/Suspense, ,"$7,032,915",/movie/Dead-Calm#tab=summary
Dead Drop,"Dec 31, 2013",Action, ,$0,/movie/Dead-Drop#tab=summary
Dead End Drive-In,"Aug 22, 1986",, ,$0,/movie/Dead-End-Drive-In#tab=summary
The Dead Girl,"Dec 29, 2006",Thriller/Suspense,"$3,300,000","$19,875",/movie/Dead-Girl-The#tab=summary
Dead Heart,"Nov 28, 1997",, ,"$1,209",/movie/Dead-Heart#tab=summary
Dead Heat,"May 6, 1988",Action, ,"$3,588,626",/movie/Dead-Heat#tab=summary
Dead in Tombstone,"Oct 22, 2013",Western, ,$0,/movie/Dead-in-Tombstone#tab=summary
The Dead Lands,"Dec 31, 2014",Action, ,$0,/movie/Dead-Lands-The#tab=summary
Dead Like Me: Life After Death,"Feb 17, 2009",, ,$0,/movie/Dead-Like-Me-Life-After-Death#tab=summary
Dead Man,"May 10, 1996",Western, ,"$1,025,488",/movie/Dead-Man#tab=summary
Dead Man,"Dec 31, 2013",, ,$0,/movie/Dead-Man-(2013)#tab=summary
Dead Man Down,"Mar 8, 2013",Thriller/Suspense,"$30,000,000","$10,895,295",/movie/Dead-Man-Down#tab=summary
Dead Man on Campus,"Aug 21, 1998",Black Comedy,"$14,000,000","$15,064,948",/movie/Dead-Man-on-Campus#tab=summary
Dead Man Running,"Mar 1, 2010",, ,$0,/movie/Dead-Man-Running#tab=summary
Dead Man Walking,"Dec 29, 1995",Drama,"$11,000,000","$39,387,284",/movie/Dead-Man-Walking#tab=summary
Dead Man's Burden,"May 3, 2013",Western, ,"$29,634",/movie/Dead-Mans-Burden#tab=summary
Dead Man's Shoes,"May 12, 2006",Horror, ,"$6,408",/movie/Dead-Mans-Shoes#tab=summary
Dead Men Don't Wear Plaid,"May 21, 1982",Comedy, ,"$18,196,170",/movie/Dead-Men-Don-t-Wear-Plaid#tab=summary
Dead Noon,"Feb 3, 2009",, ,$0,/movie/Dead-Noon#tab=summary
Dead of Winter,"Nov 25, 2008",, ,$0,/movie/Dead-of-Winter#tab=summary
Dead on Sight,"Dec 31, 1994",, ,$0,/movie/Dead-on-Sight#tab=summary
The Dead One,"Dec 31, 2007",, ,$0,/movie/Dead-One-The#tab=summary
Dead or Alive,"Jun 8, 2001",, ,"$3,783",/movie/Dead-or-Alive#tab=summary
Dead or Alive (2002),"Nov 29, 2002",, ,"$1,841",/movie/Dead-or-Alive-(2002)#tab=summary
Dead Poets' Society,"Jun 2, 1989",Drama,"$16,400,000","$95,860,116",/movie/Dead-Poets-Society#tab=summary
The Dead Pool,"Jul 13, 1988",Action, ,"$37,903,000",/movie/Dead-Pool-The#tab=summary
Dead Presidents,"Oct 4, 1995",Drama, ,"$24,120,194",/movie/Dead-Presidents#tab=summary
Dead Ringer,"Dec 13, 1993",Thriller/Suspense, ,$0,/movie/Dead-Ringer#tab=summary
Dead Ringers,"Sep 23, 1988",Thriller/Suspense, ,"$9,134,733",/movie/Dead-Ringers#tab=summary
Dead Shadows,"Apr 29, 2014",Horror, ,$0,/movie/Dead-Shadows#tab=summary
Dead Silence,"Mar 16, 2007",Horror, ,"$16,574,590",/movie/Dead-Silence#tab=summary
Dead Souls,"Jun 25, 2013",Horror, ,$0,/movie/Dead-Souls#tab=summary
