Movie Name,Release Date,Genre,Budget,Gross Revenue,Url
Killing Pablo,"Dec 31, 2011",Drama, ,$0,/movie/Killing-Pablo#tab=summary
The Killing Room,"Oct 13, 2009",, ,$0,/movie/Killing-Room-The#tab=summary
Killing Season,"Jul 12, 2013",Thriller/Suspense, ,$0,/movie/Killing-Season#tab=summary
Killing Them Softly,"Nov 30, 2012",Thriller/Suspense,"$15,000,000","$14,945,541",/movie/Killing-Them-Softly#tab=summary
Killing Time,"Jan 30, 1998",Action, ,"$12,154",/movie/Killing-Time#tab=summary
Killing Zoe,"Aug 31, 1994",,"$1,500,000","$418,953",/movie/Killing-Zoe#tab=summary
Killshot,"Jan 23, 2009",Thriller/Suspense, ,"$18,643",/movie/Killshot#tab=summary
Kim Bok-nam salinsageonui jeonmal,"Oct 9, 2012",Horror, ,$0,/movie/Kim-Bok-nam-salinsageonui-jeonmal#tab=summary
Kimjongilia,"Mar 19, 2010",, ,"$3,987",/movie/Kimjongilia#tab=summary
Kin,"Dec 31, 2011",, ,$0,/movie/Kin#tab=summary
Kindergarten Cop,"Dec 21, 1990",Comedy,"$26,000,000","$91,457,688",/movie/Kindergarten-Cop#tab=summary
The Kindred,"Dec 31, 1987",Horror, ,$0,/movie/Kindred-The#tab=summary
King: A Filmed Record...Montgomery to Memphis,"Mar 24, 1970",Documentary, ,$0,/movie/King-A-Filmed-Record-Montgomery-to-Memphis#tab=summary
The King and I,"Mar 19, 1999",Musical, ,"$12,064,440",/movie/King-and-I-The#tab=summary
The King and I,"Jun 29, 1956",, ,"$21,300,000",/movie/King-and-I-The-(1956)#tab=summary
King Arthur,"Jul 7, 2004",Adventure,"$90,000,000","$51,877,963",/movie/King-Arthur#tab=summary
King Arthur,"Jul 22, 2016",Adventure, ,$0,/movie/King-Arthur-(2016)#tab=summary
King Corn,"Oct 12, 2007",Documentary, ,"$99,279",/movie/King-Corn#tab=summary
King David,"Mar 29, 1985",Drama, ,"$4,800,000",/movie/King-David#tab=summary
The King is Alive,"May 11, 2001",, ,"$103,505",/movie/King-is-Alive-The#tab=summary
King Kelly,"Nov 30, 2012",Comedy, ,$0,/movie/King-Kelly#tab=summary
King Kong,"Dec 17, 1976",Action,"$23,000,000","$52,614,445",/movie/King-Kong#tab=summary
King Kong (1933),"Apr 7, 1933",,"$672,000","$10,000,000",/movie/King-Kong-(1933)#tab=summary
King Kong,"Dec 14, 2005",Adventure,"$207,000,000","$218,080,025",/movie/King-Kong-(2005)#tab=summary
King Kong Lives,"Dec 19, 1986",Adventure, ,"$4,711,220",/movie/King-Kong-Lives#tab=summary
King Lear,"Dec 31, 1972",, ,$0,/movie/King-Lear#tab=summary
King Leopold's Ghost,"Aug 18, 2006",Documentary, ,"$5,194",/movie/King-Leopolds-Ghost#tab=summary
King Naresuan 2,"Dec 31, 2007",, ,$0,/movie/King-Naresuan-2#tab=summary
King Naresuan 3,"Dec 31, 2010",, ,$0,/movie/King-Naresuan-3#tab=summary
King Naresuan 4,"Dec 31, 2011",, ,$0,/movie/King-Naresuan-4#tab=summary
The King of California,"Sep 14, 2007",Drama, ,"$263,674",/movie/King-of-California-The#tab=summary
The King of Comedy,"Feb 18, 1983",Comedy, ,"$2,536,242",/movie/King-of-Comedy-The#tab=summary
King of Kings,"Oct 30, 1961",, ,"$14,483,352",/movie/King-of-Kings#tab=summary
The King of Kong,"Aug 17, 2007",Documentary, ,"$674,925",/movie/King-of-Kong-The#tab=summary
The King of Masks,"Apr 30, 1999",Drama, ,"$1,106,935",/movie/King-of-Masks-The#tab=summary
King of New York,"Sep 28, 1990",Action, ,"$2,389,850",/movie/King-of-New-York#tab=summary
King of Paper Chasin',"Dec 31, 2010",, ,$0,/movie/King-of-Paper-Chasin#tab=summary
King of the Avenue,"Dec 31, 2010",Thriller/Suspense, ,$0,/movie/King-of-the-Avenue#tab=summary
King of the Elves,"Dec 31, 2012",Adventure, ,$0,/movie/King-of-the-Elves#tab=summary
King of the Gypsies,"Dec 20, 1978",, ,"$8,000,000",/movie/King-of-the-Gypsies#tab=summary
King of the Hill,"Sep 1, 1993",, ,"$465,417",/movie/King-of-the-Hill#tab=summary
The King of the Hill Invitational 8-Ball Shootout Mike Sigel vs. Efren Reyes,"Dec 31, 2010",Documentary, ,$0,/movie/King-of-the-Hill-Invitational-8-Ball-Shootout-Mike-Sigel-vs-Efren-Reyes-The#tab=summary
King of the Jungle,"Nov 9, 2001",, ,"$27,161",/movie/King-of-the-Jungle#tab=summary
King of the Mountain,"May 1, 1981",Drama, ,"$958,637",/movie/King-of-the-Mountain#tab=summary
King of Triads,"Dec 31, 2011",, ,$0,/movie/King-of-Triads#tab=summary
King Ralph,"Feb 15, 1991",Comedy, ,"$33,512,735",/movie/King-Ralph#tab=summary
King Richard and the Crusaders,"Jan 1, 1954",, ,"$2,100,000",/movie/King-Richard-and-the-Crusaders#tab=summary
King Solomon's Mines,"Nov 22, 1985",Adventure, ,"$15,057,465",/movie/King-Solomons-Mines#tab=summary
King Solomon's Mines (1950),"Nov 24, 1950",, ,"$11,172,000",/movie/King-Solomons-Mines-(1950)#tab=summary
The King,"May 19, 2006",Drama, ,"$282,183",/movie/King-The#tab=summary
Kingdom Come,"Apr 11, 2001",Comedy,"$7,000,000","$23,247,539",/movie/Kingdom-Come#tab=summary
Kingdom of Heaven,"May 6, 2005",Adventure,"$110,000,000","$94,690,422",/movie/Kingdom-of-Heaven#tab=summary
Kingdom of the Spiders,"Jan 1, 1977",,"$500,000","$17,000,000",/movie/Kingdom-of-the-Spiders#tab=summary
"The Kingdom, Part II","May 8, 1998",, ,"$8,294",/movie/Kingdom-Part-II-The#tab=summary
The Kingdom,"Sep 28, 2007",Action,"$72,500,000","$47,467,250",/movie/Kingdom-The#tab=summary
Kingpin,"Jul 26, 1996",Comedy,"$25,000,000","$25,023,424",/movie/Kingpin#tab=summary
King's Faith,"Dec 31, 2013",Documentary, ,$0,/movie/Kings-Faith#tab=summary
The Kings of Appletown,"Dec 12, 2008",Action,"$7,000,000",$0,/movie/Kings-of-Appletown-The#tab=summary
Kings of Pastry,"Sep 15, 2010",Documentary, ,"$336,386",/movie/Kings-of-Pastry#tab=summary
The Kings of Summer,"May 31, 2013",Comedy, ,"$1,315,500",/movie/Kings-of-Summer-The#tab=summary
Kings of the Evening,"Jan 1, 2010",Drama, ,"$98,926",/movie/Kings-of-the-Evening#tab=summary
Kings of the Underground: The Dramatic Journey of UGK,"Dec 31, 2010",Documentary, ,$0,/movie/Kings-of-the-Underground-The-Dramatic-Journey-of-UGK#tab=summary
King's Ransom,"Apr 22, 2005",Comedy,"$25,000,000","$4,008,527",/movie/Kings-Ransom#tab=summary
The Kings Speech,"Nov 26, 2010",Drama,"$15,000,000","$138,797,449",/movie/Kings-Speech-The#tab=summary
Kingsman: The Secret Service,"Feb 13, 2015",Action, ,$0,/movie/Kingsman-The-Secret-Service#tab=summary
Kingu Kongu no gyakushu,"Apr 1, 2014",, ,$0,/movie/Kingu-Kongu-no-gyakushu#tab=summary
King Kong vs. Godzilla,"Apr 1, 2014",Action, ,$0,/movie/Kingu-Kongu-Tai-Gojira#tab=summary
Kinjite,"Feb 3, 1989",, ,"$3,088,086",/movie/Kinjite#tab=summary
kink,"Aug 22, 2014",Documentary, ,$0,/movie/kink#tab=summary
Kinky Boots,"Apr 14, 2006",Comedy, ,"$1,822,428",/movie/Kinky-Boots#tab=summary
Kinsey,"Nov 12, 2004",Drama,"$11,000,000","$10,214,647",/movie/Kinsey#tab=summary
Kinta,"Dec 31, 2009",, ,$0,/movie/Kinta#tab=summary
Kinyarwanda,"Sep 2, 2011",Drama, ,$0,/movie/Kinyarwanda#tab=summary
Kipperbang,"Apr 20, 1984",, ,$0,/movie/Kipperbang#tab=summary
Kippur,"Nov 3, 2000",, ,"$111,449",/movie/Kippur#tab=summary
Kira's Reason: A Love Story,"Jan 17, 2003",, ,"$4,488",/movie/Kiras-Reason-A-Love-Story#tab=summary
Kirikou and the Sorceress,"Feb 18, 2000",, ,"$61,070",/movie/Kirikou-and-the-Sorceress#tab=summary
Kirk Cameron's Saving Christmas,"Nov 14, 2014",, ,$0,/movie/Kirk-Camerons-Saving-Christmas#tab=summary
Kirot,"Dec 31, 2010",, ,$0,/movie/Kirot#tab=summary
Kis uykusu,"Dec 31, 2014",Drama, ,$0,/movie/Kis-uykusu#tab=summary
Kisarazu Cat's Eye: World Series,"Dec 31, 2006",, ,$0,/movie/Kisarazu-Cats-Eye-World-Series#tab=summary
Kiseki,"May 11, 2012",Drama, ,"$145,808",/movie/Kiseki#tab=summary
Kismat Konnection,"Jul 18, 2008",Romantic Comedy, ,"$479,759",/movie/Kismat-Konnection#tab=summary
Kisna,"Jan 21, 2005",Drama, ,"$147,000",/movie/Kisna#tab=summary
Kiss and Tell,"Oct 17, 1997",, ,"$5,000",/movie/Kiss-and-Tell#tab=summary
A Kiss Before Dying,"Apr 26, 1991",Thriller/Suspense, ,"$14,769,755",/movie/Kiss-Before-Dying-A#tab=summary
"Kiss Kiss, Bang Bang","Oct 21, 2005",Comedy,"$15,000,000","$4,235,837",/movie/Kiss-Kiss-Bang-Bang#tab=summary
Kiss Me Deadly,"May 2, 2008",, ,"$30,316",/movie/Kiss-Me-Deadly#tab=summary
Kiss Me Goodbye,"Dec 22, 1982",Comedy, ,"$15,782,759",/movie/Kiss-Me-Goodbye#tab=summary
"Kiss Me, Guido","Jul 18, 1997",Comedy, ,"$1,916,898",/movie/Kiss-Me-Guido#tab=summary
Kiss of Death,"Apr 21, 1995",Drama,"$40,000,000","$14,942,422",/movie/Kiss-of-Death#tab=summary
Kiss of the Damned,"May 3, 2013",Drama, ,"$14,752",/movie/Kiss-of-the-Damned#tab=summary
Kiss of the Dragon,"Jul 6, 2001",Action,"$25,000,000","$36,833,473",/movie/Kiss-of-the-Dragon#tab=summary
Kiss of the Spider Woman,"Jul 26, 1985",Drama, ,"$14,582,182",/movie/Kiss-of-the-Spider-Woman#tab=summary
Kiss or Kill,"Nov 14, 1997",Thriller/Suspense, ,"$771,091",/movie/Kiss-or-Kill#tab=summary
The Kiss,"Oct 14, 1988",, ,$0,/movie/Kiss-The#tab=summary
Kiss the Bride,"Apr 18, 2008",Romantic Comedy,"$500,000","$32,033",/movie/Kiss-the-Bride#tab=summary
Kiss the Bride,"Dec 31, 2010",Romantic Comedy, ,$0,/movie/Kiss-the-Bride-(2010)#tab=summary
Kiss the Girls,"Oct 3, 1997",Thriller/Suspense,"$27,000,000","$60,527,873",/movie/Kiss-the-Girls#tab=summary
Kissed,"Apr 11, 1997",, ,"$465,417",/movie/Kissed#tab=summary
Kisses,"Jul 16, 2010",, ,"$81,680",/movie/Kisses#tab=summary
Kissin' Cousins,"Mar 6, 1964",, ,"$2,800,000",/movie/Kissin-Cousins#tab=summary
Kissing a Fool,"Feb 27, 1998",Romantic Comedy, ,"$4,100,505",/movie/Kissing-a-Fool#tab=summary
Kissing Jessica Stein,"Mar 13, 2002",Romantic Comedy,"$1,500,000","$7,025,722",/movie/Kissing-Jessica-Stein#tab=summary
Kissology - Volume 1 (1974-1977),"Oct 31, 2006",Concert/Performance, ,$0,/movie/Kissology-Volume-1-(1974-1977)#tab=summary
Kit Kittredge: An American Girl,"Jun 20, 2008",Drama,"$10,000,000","$17,657,973",/movie/Kit-Kittredge-An-American-Girl#tab=summary
Kitaro And The Millennium Curse,"Dec 31, 2008",Adventure, ,$0,/movie/Kitaro-And-The-Millennium-Curse#tab=summary
Kitchen Sink,"Jan 9, 2015",Comedy, ,$0,/movie/Kitchen-Sink-The#tab=summary
Kitchen Stories,"Feb 20, 2004",Comedy, ,"$349,315",/movie/Kitchen-Stories#tab=summary
The Kitchen,"Mar 14, 2013",Comedy, ,"$4,054",/movie/Kitchen-The#tab=summary
Kite,"Dec 31, 2014",Action, ,$0,/movie/Kite#tab=summary
The Kite Runner,"Dec 14, 2007",Drama,"$20,000,000","$15,800,078",/movie/Kite-Runner-The#tab=summary
Kites,"May 21, 2010",Thriller/Suspense, ,"$1,685,269",/movie/Kites#tab=summary
Kiwi Flyer,"Dec 31, 2012",, ,$0,/movie/Kiwi-Flyer#tab=summary
The Klansman,"Sep 22, 1999",Drama, ,$0,/movie/Klansman-The#tab=summary
Das kleine Gespenst,"Dec 31, 2013",Adventure, ,$0,/movie/kleine-Gespenst-Das#tab=summary
Kleiner Dodo,"Dec 31, 2008",, ,$0,/movie/Kleiner-Dodo#tab=summary
Klimt,"Jun 22, 2007",Drama, ,"$86,051",/movie/Klimt#tab=summary
Klitschko,"Oct 21, 2011",Documentary, ,$0,/movie/Klitschko#tab=summary
Klovn: The Movie,"Jul 27, 2012",Black Comedy, ,"$28,000",/movie/Klovn-The-Movie#tab=summary
Klute,"Jan 1, 1971",, ,"$12,512,637",/movie/Klute#tab=summary
Km. 0 (Kilometro Cero),"Jul 11, 2003",, ,"$159,228",/movie/Km-0-(Kilometro-Cero)#tab=summary
Kilómetro 31,"Dec 31, 2007",, ,$0,/movie/KM-31#tab=summary
Knafayim Shvurot,"Mar 12, 2004",Drama, ,"$405,818",/movie/Knafayim-Shvurot#tab=summary
Knife Edge,"Dec 31, 2009",, ,$0,/movie/Knife-Edge#tab=summary
Knife Fight,"Jan 25, 2013",Thriller/Suspense, ,"$2,019",/movie/Knife-Fight#tab=summary
Knife to a Gunfight,"Dec 31, 2009",, ,$0,/movie/Knife-to-a-Gunfight#tab=summary
Knight and Day,"Jun 23, 2010",Action,"$117,000,000","$76,423,035",/movie/Knight-and-Day#tab=summary
Knight Club,"Dec 31, 2001",, ,$0,/movie/Knight-Club#tab=summary
Knight Moves,"Jan 22, 1993",Thriller/Suspense, ,"$923,418",/movie/Knight-Moves#tab=summary
Knight of Cups,"Dec 31, 2013",, ,$0,/movie/Knight-of-Cups#tab=summary
Knightriders,"Nov 26, 2013",Action, ,$0,/movie/Knightriders#tab=summary
Knights of Badassdom,"Jan 21, 2014",Comedy, ,"$113,531",/movie/Knights-of-Badassdom#tab=summary
Knights of the City,"Feb 14, 1986",Action, ,"$601,451",/movie/Knights-of-the-City#tab=summary
A Knight's Tale,"May 11, 2001",Adventure,"$41,000,000","$56,083,966",/movie/Knights-Tale-A#tab=summary
Knock Off,"Sep 4, 1998",Action,"$35,000,000","$10,319,915",/movie/Knock-Off#tab=summary
Knockaround Guys,"Oct 11, 2002",Drama,"$15,000,000","$11,660,180",/movie/Knockaround-Guys#tab=summary
Knockdown,"Dec 31, 2012",, ,$0,/movie/Knockdown#tab=summary
Knocked Up,"Jun 1, 2007",Romantic Comedy,"$27,500,000","$148,761,765",/movie/Knocked-Up#tab=summary
Knocking on Heaven's Door,"Apr 21, 2000",, ,"$3,296",/movie/Knocking-on-Heavens-Door#tab=summary
Knockout,"Feb 4, 2000",, ,"$167,085",/movie/Knockout#tab=summary
Knockout,"Apr 26, 2011",Action, ,$0,/movie/Knockout-(2010)#tab=summary
The Knockout Kid,"Dec 31, 2010",, ,$0,/movie/Knockout-Kid-The#tab=summary
Knowing,"Mar 20, 2009",Thriller/Suspense,"$50,000,000","$79,957,634",/movie/Knowing#tab=summary
Knuckle,"Dec 9, 2011",Documentary, ,"$2,647",/movie/Knuckle#tab=summary
Knuckle Draggers,"Dec 31, 2009",Romantic Comedy, ,$0,/movie/Knuckle-Draggers#tab=summary
Knuckelabb,"Apr 2, 2013",Documentary, ,$0,/movie/Knuckleball#tab=summary
Knucklehead,"Oct 22, 2010",Comedy, ,$0,/movie/Knucklehead#tab=summary
Koch,"Feb 1, 2013",Documentary, ,"$342,941",/movie/Koch#tab=summary
Kochadaiiyaan,"Apr 11, 2014",Action, ,"$583,172",/movie/Kochadaiiyaan#tab=summary
Kochaj i Tancz,"Dec 31, 2009",, ,$0,/movie/Kochaj-i-Tancz#tab=summary
Ha-Kochavim Shel Shlomi,"Jul 2, 2004",Comedy, ,"$107,063",/movie/Kochavim-Shel-Shlomi-Ha#tab=summary
Kochira Katsushika-ku Kamearikoenmae Hashutsujo: The Movie,"Dec 31, 2011",, ,$0,/movie/Kochira-Katsushika-ku-Kamearikoenmae-Hashutsujo-The-Movie#tab=summary
Koi Mil Gaya,"Aug 8, 2003",Drama, ,"$680,979",/movie/Koi-Mil-Gaya#tab=summary
Koi no tsumi,"Mar 14, 2014",Drama, ,$0,/movie/Koi-no-tsumi#tab=summary
Kôkaku kidôtai,"Apr 5, 1996",Action, ,"$443,579",/movie/Kokaku-kidotai#tab=summary
Kokoda,"Dec 31, 2006",Action, ,$0,/movie/Kokoda#tab=summary
Kokowaah,"Dec 31, 2010",Comedy, ,$0,/movie/Kokowaah#tab=summary
Kokowaah 2,"Feb 7, 2013",Comedy, ,$0,/movie/Kokowaah-2#tab=summary
Kokuriko-zaka Kara,"Mar 15, 2013",Drama, ,"$1,000,878",/movie/Kokuriko-zaka-Kara#tab=summary
Kollegiet,"Oct 14, 2008",Horror, ,$0,/movie/Kollegiet#tab=summary
Koltchak,"Dec 31, 2008",Drama,"$20,000,000",$0,/movie/Koltchak#tab=summary
Kolya,"Jan 24, 1997",Comedy, ,"$5,770,254",/movie/Kolya#tab=summary
Komediant,"Apr 5, 2002",, ,"$119,377",/movie/Komediant#tab=summary
Die kommenden Tage,"Dec 31, 2010",Thriller/Suspense, ,$0,/movie/Kommenden-Tage-Die#tab=summary
Kon-Tiki,"Apr 26, 2013",Drama, ,"$1,517,410",/movie/Kon-Tiki#tab=summary
Koneko monogatari,"Aug 25, 1989",Comedy, ,"$13,299,749",/movie/Koneko-monogatari#tab=summary
Konferenz der Tiere,"Dec 31, 2010",Adventure,"$30,000,000",$0,/movie/Konferenz-der-Tiere#tab=summary
Kong saan mei yan,"Dec 31, 2009",, ,$0,/movie/Kong-saan-mei-yan#tab=summary
En kongelig affære,"Nov 9, 2012",Drama, ,"$1,546,761",/movie/kongelig-affaere-En#tab=summary
Kongen av Bastøy ,"Jan 6, 2012",Drama, ,"$4,162",/movie/Kongen-av-Bastoy#tab=summary
Kontroll,"Apr 1, 2005",Thriller/Suspense, ,"$237,183",/movie/Kontroll#tab=summary
Kony Montana,"Dec 31, 2014",, ,$0,/movie/Kony-Montana#tab=summary
Korczak,"Aug 14, 2012",Drama, ,$0,/movie/Korczak#tab=summary
The Korean,"Feb 5, 2010",Action, ,"$20,279",/movie/Korean-The#tab=summary
Korengal,"May 30, 2014",Documentary, ,"$101,310",/movie/Korengal#tab=summary
Korhram,"Aug 6, 1999",, ,"$70,257",/movie/Korhram#tab=summary
Korkoro,"Mar 25, 2011",Drama, ,"$8,242",/movie/Korkoro#tab=summary
"Koski, Senki","Jan 30, 2009",Drama, ,$0,/movie/Koski-Senki#tab=summary
Kotha Janta,"Apr 30, 2014",Romantic Comedy, ,$0,/movie/Kotha-Janta#tab=summary
Koyaanisqatsi,"Apr 29, 1983",, ,$0,/movie/Koyaanisqatsi#tab=summary
Krabat,"Dec 31, 2008",, ,$0,/movie/Krabat#tab=summary
Kramer vs. Kramer,"Dec 19, 1979",Drama, ,"$106,260,000",/movie/Kramer-vs-Kramer#tab=summary
Krampus,"Nov 25, 2015",Black Comedy, ,$0,/movie/Krampus#tab=summary
Kráska v nesnázich,"Jun 13, 2008",Comedy, ,"$38,928",/movie/Kraska-v-nesnazich#tab=summary
Krater,"Dec 31, 2011",Comedy, ,$0,/movie/Krater#tab=summary
Kray,"Dec 31, 2010",Drama, ,$0,/movie/Kray#tab=summary
The Krays,"Nov 9, 1990",, ,"$2,035,562",/movie/Krays-The#tab=summary
Krazzy 4,"Apr 11, 2008",Comedy, ,"$487,215",/movie/Krazzy-4#tab=summary
The Kreutzer Sonata,"May 8, 2012",, ,$0,/movie/Kreutzer-Sonata-The#tab=summary
Krippendorf's Tribe,"Feb 27, 1998",Comedy, ,"$7,571,115",/movie/Krippendorfs-Tribe#tab=summary
Krrish,"Jun 23, 2006",Action,"$10,000,000","$1,430,721",/movie/Krrish#tab=summary
Krrish 3,"Nov 1, 2013",, ,"$2,123,333",/movie/Krrish-3#tab=summary
Krull,"Jul 29, 1983",Adventure, ,"$16,519,460",/movie/Krull#tab=summary
Krush Groove,"Oct 25, 1985",Drama,"$3,000,000","$11,052,713",/movie/Krush-Groove#tab=summary
Krzsztof Kieslowski: I'm So So,"Dec 31, 1998",, ,$0,/movie/Krzsztof-Kieslowski-Im-So-So#tab=summary
Kuai Le Dao Jia,"Jan 15, 2013",Comedy, ,$0,/movie/Kuai-Le-Dao-Jia#tab=summary
Kuch Kathi Kuch Meethi,"Jan 19, 2001",, ,"$57,188",/movie/Kuch-Kathi-Kuch-Meethi#tab=summary
Kuch Naa Kaho,"Sep 5, 2003",, ,"$224,831",/movie/Kuch-Naa-Kaho#tab=summary
Kuffs,"Jan 10, 1992",Action, ,"$19,618,135",/movie/Kuffs#tab=summary
Kuime,"Dec 31, 2014",Horror, ,$0,/movie/Kuime#tab=summary
Kull The Conqueror,"Aug 29, 1997",Action, ,"$6,086,891",/movie/Kull-The-Conqueror#tab=summary
Kumaré,"Jun 20, 2012",Documentary, ,"$131,909",/movie/Kumare#tab=summary
Kumki,"Dec 31, 2012",Romantic Comedy, ,$0,/movie/Kumki#tab=summary
Kumonosu,"Jan 7, 2014",, ,$0,/movie/Kumonosu#tab=summary
Kundalini Yoga for Beginners & Beyond,"Oct 19, 2005",Instructional, ,$0,/movie/Kundalini-Yoga-for-Beginners-and-Beyond#tab=summary
Kundo: min-ran-eui-si-dae,"Aug 29, 2014",Action, ,"$120,857",/movie/Kundo-min-ran-eui-si-dae#tab=summary
Kundun,"Dec 25, 1997",Drama,"$28,000,000","$5,686,694",/movie/Kundun#tab=summary
Kung Fu Cyborg,"Dec 31, 2009",, ,$0,/movie/Kung-Fu-Cyborg#tab=summary
Kung Fu Hip-Hop,"Dec 31, 2008",Comedy, ,$0,/movie/Kung-Fu-Hip-Hop#tab=summary
Kung Fu Hustle,"Apr 8, 2005",Action,"$20,000,000","$17,104,669",/movie/Kung-Fu-Hustle#tab=summary
Kung Fu Joe,"Feb 10, 2012",Comedy, ,"$14,752",/movie/Kung-Fu-Joe#tab=summary
Kung-Fu Master,"Oct 12, 2010",Action, ,$0,/movie/Kung-Fu-Master#tab=summary
Kung Fu Panda,"Jun 6, 2008",Adventure,"$130,000,000","$215,434,591",/movie/Kung-Fu-Panda#tab=summary
Kung Fu Panda 2,"May 26, 2011",Adventure,"$150,000,000","$165,249,063",/movie/Kung-Fu-Panda-2#tab=summary
Kung Fu Panda 3,"Dec 23, 2015",Adventure, ,$0,/movie/Kung-Fu-Panda-3#tab=summary
Kung Fu Panda Holiday,"Nov 6, 2012",Adventure, ,$0,/movie/Kung-Fu-Panda-Holiday#tab=summary
Kung Fu Tootsie,"Dec 31, 2007",, ,$0,/movie/Kung-Fu-Tootsie#tab=summary
Kung Pow: Enter the Fist,"Jan 25, 2002",Comedy,"$10,000,000","$16,033,556",/movie/Kung-Pow-Enter-the-Fist#tab=summary
Kuraimâzu hai,"Dec 31, 2008",Drama, ,$0,/movie/Kuraimazu-hai#tab=summary
Kurbaan,"Nov 20, 2009",, ,"$754,269",/movie/Kurbaan#tab=summary
Kureyon Shinchan: bakauma? B-ky? gurume sabaibaru!!,"Apr 20, 2013",Comedy, ,$0,/movie/Kureyon-Shinchan-bakauma-B-kyA-gurume-sabaibaru#tab=summary
The Kurosawa Series,"Jul 26, 2002",Multiple Genres, ,"$583,712",/movie/Kurosawa-Series-The#tab=summary
Kurôzu zero,"Dec 31, 2007",, ,$0,/movie/Kurozu-zero#tab=summary
Kurt and Courtney,"Feb 27, 1998",, ,"$441,808",/movie/Kurt-and-Courtney#tab=summary
Kurt Cobain: About a Son,"Oct 3, 2007",Documentary, ,"$82,718",/movie/Kurt-Cobain-About-a-Son#tab=summary
Kurtlar vadisi - Irak,"Nov 24, 2006",Action,"$8,300,000",$0,/movie/Kurtlar-vadisi-Irak#tab=summary
Kurukshetra,"Nov 10, 2000",, ,"$36,889",/movie/Kurukshetra#tab=summary
Kutsal Damacana,"Dec 31, 2007",, ,$0,/movie/Kutsal-Damacana#tab=summary
Kwik,"Sep 4, 2012",, ,$0,/movie/Kwik#tab=summary
Kwong saan mei yan,"Dec 31, 2008",, ,$0,/movie/Kwong-saan-mei-yan#tab=summary
Kyatapira,"May 6, 2011",Drama, ,"$4,157",/movie/Kyatapira#tab=summary
Kylie 3D: Aphrodite Les Folies,"Nov 29, 2011",Concert/Performance, ,$0,/movie/Kylie-3D-Aphrodite-Les-Folies#tab=summary
Kyon? Ho Gaya Na Pyar,"May 21, 2004",Romantic Comedy, ,"$171,966",/movie/Kyon-Ho-Gaya-Na-Pyar#tab=summary
Kyss mig,"Nov 6, 2012",Drama, ,$0,/movie/Kyss-mig#tab=summary
Z,"Dec 8, 1969",, ,"$14,283,305",/movie/Z#tab=summary
Za majikku awâ,"Dec 31, 2008",Comedy, ,$0,/movie/Za-majikku-awa#tab=summary
De Zaak Alzheimer,"Aug 26, 2005",Action, ,"$332,015",/movie/Zaak-Alzheimer-De#tab=summary
Zack and Miri Make a Porno,"Oct 31, 2008",Comedy,"$24,000,000","$31,457,946",/movie/Zack-and-Miri-Make-a-Porno#tab=summary
Zambezia,"Dec 31, 2012",Comedy,"$20,000,000",$0,/movie/Zambezia#tab=summary
Zapped!,"Jul 23, 1982",Comedy, ,"$15,026,217",/movie/Zapped#tab=summary
Zathura,"Nov 11, 2005",Adventure,"$65,000,000","$28,045,540",/movie/Zathura#tab=summary
Zatoichi,"Jul 23, 2004",Action, ,"$853,718",/movie/Zatoichi#tab=summary
Zaytoun,"Sep 20, 2013",Adventure, ,"$30,743",/movie/Zaytoun#tab=summary
Zebrahead,"Oct 23, 1992",, ,"$1,486,300",/movie/Zebrahead#tab=summary
Zelary,"Sep 17, 2004",Drama, ,"$329,723",/movie/Zelary#tab=summary
Zelig,"Jul 15, 1983",Comedy, ,"$11,798,616",/movie/Zelig#tab=summary
Zen Noir,"Sep 15, 2006",, ,$0,/movie/Zen-Noir#tab=summary
The Zen of Bennett,"Oct 24, 2012",Documentary, ,$0,/movie/Zen-of-Bennett-The#tab=summary
Zenith,"Oct 1, 2010",Thriller/Suspense, ,"$7,853",/movie/Zenith#tab=summary
Zero Bridge,"Feb 16, 2011",Drama, ,"$10,357",/movie/Zero-Bridge#tab=summary
Zero Charisma,"Oct 11, 2013",Comedy, ,"$9,417",/movie/Zero-Charisma#tab=summary
Zero Dark Thirty,"Dec 19, 2012",Drama,"$52,500,000","$95,720,716",/movie/Zero-Dark-Thirty#tab=summary
Zero Day,"Sep 5, 2003",, ,"$7,221",/movie/Zero-Day#tab=summary
Zero Effect,"Jan 30, 1998",Comedy,"$5,000,000","$2,080,693",/movie/Zero-Effect#tab=summary
Zero Kelvin,"Nov 27, 1996",, ,"$5,000",/movie/Zero-Kelvin#tab=summary
Zero Motivation,"Dec 3, 2014",Drama, ,$0,/movie/Zero-Motivation#tab=summary
The Zero Theorem,"Sep 19, 2014",Drama, ,"$12,200",/movie/Zero-Theorem-The#tab=summary
Zeroman,"Dec 31, 2011",Action, ,$0,/movie/Zeroman#tab=summary
Zerophilia,"Oct 13, 2006",Romantic Comedy, ,"$7,763",/movie/Zerophilia#tab=summary
Zeus and Roxanne,"Jan 24, 1997",Comedy, ,"$7,183,046",/movie/Zeus-and-Roxanne#tab=summary
Zhan Guo,"Apr 22, 2011",, ,"$68,961",/movie/Zhan-Guo#tab=summary
Zhang wu shuang,"Dec 31, 2011",Action, ,$0,/movie/Zhang-wu-shuang#tab=summary
Zhao shi gu er,"Jul 27, 2012",Drama, ,$0,/movie/Zhao-shi-gu-er#tab=summary
Zhara,"Dec 31, 2006",, ,$0,/movie/Zhara#tab=summary
