Movie Name,Release Date,Genre,Budget,Gross
Deceptive Practice: The Mysteries and Mentors of Ricky Jay, 2013/4/17,Documentary,500000.0,152449.0
Deconstructing Harry, 1997/12/12,Romantic Comedy,20000000.0,10686841.0
Deep Blue Sea, 1999/7/28,Action,60000000.0,73648228.0
The Deep End of the Ocean, 1999/3/12,Drama,40000000.0,13508635.0
The Deep End, 2001/8/8,Thriller/Suspense,3000000.0,8823109.0
Deep Impact, 1998/5/8,Adventure,80000000.0,140464664.0
Deep Rising, 1998/1/30,Action,45000000.0,11203026.0
The Deer Hunter, 1979/1/1,Drama,15000000.0,50000000.0
Def-Con 4, 1985/3/15,Action,1300000.0,210904.0
Def Jam's How To Be a Player, 1997/8/6,Comedy,12000000.0,14010363.0
Defiance, 2008/12/31,Drama,50000000.0,28644813.0
"Definitely, Maybe", 2008/2/14,Romantic Comedy,7000000.0,32241649.0
Déjà Vu, 2006/11/22,Thriller/Suspense,80000000.0,64038616.0
Delgo, 2008/12/12,Adventure,40000000.0,915840.0
Deliver Us from Evil, 2014/7/2,Horror,30000000.0,30577122.0
Delivery Man, 2013/11/22,Comedy,22000000.0,30659817.0
Demonic, 2014/12/12,Horror,3000000.0,0.0
The Departed, 2006/10/6,Drama,90000000.0,133311000.0
Derailed, 2005/11/11,Action,22000000.0,36020063.0
Des Hommes et Des Dieux, 2011/2/25,Drama,5000000.0,3954651.0
The Descendants, 2011/11/16,Drama,20000000.0,82624961.0
The Descent, 2006/8/4,Thriller/Suspense,7000000.0,26024456.0
Desperado, 1995/8/25,Action,7000000.0,25532388.0
Despicable Me, 2010/7/9,Comedy,69000000.0,251513985.0
Despicable Me 2, 2013/7/2,Comedy,76000000.0,368065385.0
Detention, 2012/4/13,Comedy,10000000.0,0.0
Deterrence, 2000/3/10,Thriller/Suspense,800000.0,144583.0
Detroit Rock City, 1999/8/13,Comedy,16000000.0,4217115.0
Deuce Bigalow: European Gigolo, 2005/8/12,Comedy,22000000.0,22400154.0
Deuce Bigalow: Male Gigolo, 1999/12/10,Comedy,18000000.0,65535067.0
Deuces Wild, 2002/5/3,Drama,10000000.0,6044618.0
Devil, 2010/9/17,Horror,10000000.0,33679655.0
The Devil Inside, 2012/1/6,Horror,1000000.0,53261944.0
Devil's Due, 2014/1/17,Horror,7000000.0,15821461.0
The Devil Wears Prada, 2006/6/30,Comedy,35000000.0,124740460.0
Devil's Advocate, 1997/10/17,Drama,57000000.0,61007424.0
The Devil's Double, 2011/7/29,Drama,19100000.0,1361512.0
The Devil's Own, 1997/3/26,Thriller/Suspense,90000000.0,42885593.0
The Devil's Rejects, 2005/7/22,Horror,7000000.0,17044981.0
Diamonds, 1999/12/10,Comedy,11900000.0,81897.0
Diamonds Are Forever, 1971/12/17,Action,7200000.0,43800000.0
Diary of a Mad Black Woman, 2005/2/25,Drama,5500000.0,50406346.0
Diary of a Wimpy Kid, 2010/3/19,Comedy,15000000.0,64003625.0
Diary of a Wimpy Kid: Rodrick Rules, 2011/3/25,Comedy,18000000.0,52698535.0
Diary of a Wimpy Kid: Dog Days, 2012/8/3,Comedy,22000000.0,49008662.0
Diary of the Dead, 2008/2/15,Horror,2750000.0,952620.0
Dick, 1999/8/4,Comedy,13000000.0,6276869.0
Dick Tracy, 1990/6/15,Action,47000000.0,103738726.0
Dickie Roberts: Former Child Star, 2003/9/5,Comedy,17000000.0,22734486.0
The Dictator, 2012/5/16,Comedy,65000000.0,59650222.0
Did You Hear About the Morgans?, 2009/12/18,Romantic Comedy,58000000.0,29580087.0
Die Another Day, 2002/11/22,Action,142000000.0,160942139.0
Die Hard, 1988/7/15,Action,28000000.0,81350242.0
Die Hard 2, 1990/7/3,Action,70000000.0,117323878.0
A Good Day to Die Hard, 2013/2/14,Action,92000000.0,67349198.0
Die Hard: With a Vengeance, 1995/5/19,Action,90000000.0,100012499.0
Digimon: The Movie, 2000/10/6,Adventure,5000000.0,9628751.0
Dil Jo Bhi Kahey..., 2005/9/23,Drama,1600000.0,129319.0
The Dilemma, 2011/1/14,Comedy,70000000.0,48475290.0
Diner, 1982/4/2,Comedy,5000000.0,12592907.0
Dinner for Schmucks, 2010/7/30,Comedy,69000000.0,73026337.0
Dinner Rush, 2001/9/28,Drama,2000000.0,638227.0
Dinosaur, 2000/5/19,Adventure,127500000.0,137748063.0
The Dirties, 2013/10/4,Drama,55000.0,0.0
Dirty Pretty Things, 2003/7/18,Drama,10000000.0,8112414.0
Dirty Work, 1998/6/12,Comedy,13000000.0,10020081.0
Disaster Movie, 2008/8/29,Comedy,20000000.0,14190901.0
Disney's A Christmas Carol, 2009/11/6,Drama,190000000.0,137855863.0
District 9, 2009/8/14,Thriller/Suspense,30000000.0,115646235.0
Disturbia, 2007/4/13,Thriller/Suspense,20000000.0,80209692.0
Disturbing Behavior, 1998/7/24,Thriller/Suspense,15000000.0,17507368.0
Divergent, 2014/3/21,Adventure,85000000.0,150947895.0
The Divide, 2012/1/13,Thriller/Suspense,3000000.0,18000.0
The Divine Secrets of the Ya-Ya Sisterhood, 2002/6/7,Comedy,27000000.0,69586544.0
Django Unchained, 2012/12/25,Western,100000000.0,162805434.0
Do the Right Thing, 1989/6/30,Comedy,6000000.0,26004026.0
DOA: Dead or Alive, 2007/6/15,Action,30000000.0,480314.0
Doc Holliday's Revenge, 2014/12/31,Western,1000000.0,0.0
Doctor Dolittle, 1998/6/26,Comedy,71500000.0,144156605.0
Doctor Dolittle 2, 2001/6/22,Comedy,72000000.0,112950721.0
Doctor Zhivago, 1965/12/22,Drama,11000000.0,111721000.0
Dod sno, 2009/6/19,Black Comedy,800000.0,46742.0
Dodgeball: A True Underdog Story, 2004/6/18,Comedy,30000000.0,114326736.0
A Dog of Flanders, 1999/8/27,Drama,7000000.0,2165637.0
Dogma, 1999/11/12,Comedy,10000000.0,30651422.0
Dolphin, 1979/6/30,Documentary,170000.0,14000.0
Dolphin Tale, 2011/9/23,Drama,37000000.0,72286779.0
Dolphin Tale 2, 2014/9/12,Drama,36000000.0,16550000.0
Dolphins and Whales Tribes of the Ocean 3D, 2008/2/15,Documentary,6000000.0,7714996.0
Domestic Disturbance, 2001/11/2,Thriller/Suspense,53000000.0,45207112.0
Domino, 2005/10/14,Action,50000000.0,10169202.0
Don Jon, 2013/9/27,Romantic Comedy,5500000.0,24477704.0
Don Juan DeMarco, 1995/4/7,Drama,25000000.0,22032635.0
Don't Say a Word, 2001/9/28,Thriller/Suspense,50000000.0,54997476.0
Donkey Punch, 2009/1/23,Thriller/Suspense,750000.0,19367.0
Donnie Brasco, 1997/2/28,Drama,35000000.0,41954997.0
Donnie Darko, 2001/10/26,Drama,4500000.0,1270522.0
Don't Be Afraid of the Dark, 2011/8/26,Horror,25000000.0,24046682.0
Doogal, 2006/2/24,Adventure,20000000.0,7578946.0
Doom, 2005/10/21,Horror,70000000.0,28212337.0
Doomsday, 2008/3/14,Action,33000000.0,11008770.0
The Doors, 1991/3/1,Drama,40000000.0,34416893.0
Double Impact, 1991/8/9,Action,16000000.0,29090445.0
Double Jeopardy, 1999/9/24,Action,40000000.0,116735231.0
Double Take, 2001/1/12,Action,24000000.0,29823162.0
Doubt, 2008/12/12,Drama,20000000.0,33446470.0
Doug's 1st Movie, 1999/3/26,Adventure,5000000.0,19421271.0
Down for Life, 2011/1/14,Drama,3800000.0,41914.0
Down Terrace, 2010/10/15,Black Comedy,30000.0,9812.0
Down to Earth, 2001/2/16,Comedy,30000000.0,64172251.0
Down to You, 2000/1/21,Romantic Comedy,9000000.0,20035310.0
Downfall, 2005/2/18,Drama,13500000.0,5501940.0
Dr. No, 1963/5/8,Action,1000000.0,16067035.0
Bram Stoker's Dracula, 1992/11/13,Horror,40000000.0,82522790.0
Dracula 2000, 2000/12/22,Horror,28000000.0,33000377.0
Draft Day, 2014/4/11,Drama,25000000.0,28842237.0
Drag Me To Hell, 2009/5/29,Horror,30000000.0,42100625.0
Dragonball Evolution, 2009/4/8,Adventure,30000000.0,9362785.0
Dragonfly, 2002/2/22,Drama,60000000.0,30063805.0
Dragonheart, 1996/5/31,Adventure,57000000.0,51364680.0
Dragonslayer, 1981/6/26,Action,18000000.0,6000000.0
Dream House, 2011/9/30,Horror,50000000.0,21302340.0
Dream With The Fishes, 1997/6/20,Drama,1000000.0,542909.0
Dreamcatcher, 2003/3/21,Drama,68000000.0,33685268.0
Dreamer: Inspired by a True Story, 2005/10/21,Drama,32000000.0,33022286.0
Dreamgirls, 2006/12/15,Musical,75000000.0,103365956.0
Dredd, 2012/9/21,Action,45000000.0,13414714.0
The Dress, 1998/1/16,Drama,2650000.0,16556.0
Dressed to Kill, 1980/1/1,Thriller/Suspense,6500000.0,31899000.0
Drillbit Taylor, 2008/3/21,Comedy,40000000.0,32862104.0
Drive, 2011/9/16,Action,15000000.0,35060689.0
Drive Angry, 2011/2/25,Action,50000000.0,10721033.0
Drive Hard, 2014/10/3,Action,12000000.0,0.0
Drive Me Crazy, 1999/10/1,Comedy,8000000.0,17843379.0
Driven, 2001/4/27,Action,72000000.0,32616869.0
Driving Miss Daisy, 1989/12/13,Drama,7500000.0,106593296.0
Drones, 2010/12/31,Comedy,500000.0,0.0
Drop Dead Gorgeous, 1999/7/23,Comedy,10000000.0,10571408.0
Drowning Mona, 2000/3/3,Comedy,16000000.0,15427192.0
Drumline, 2002/12/13,Comedy,20000000.0,56398162.0
Dry Spell, 2014/12/31,Romantic Comedy,22000.0,0.0
The Duchess, 2008/9/19,Drama,27000000.0,13848978.0
"Dude, Where's My Dog", 2014/12/31,Adventure,100000.0,0.0
"Dude, Where's My Car?", 2000/12/15,Comedy,13000000.0,46729374.0
Dudley Do-Right, 1999/8/27,Comedy,22000000.0,9818792.0
Due Date, 2010/11/5,Comedy,65000000.0,100539043.0
Duets, 2000/9/15,Drama,16000000.0,4734235.0
The Dukes of Hazzard, 2005/8/5,Comedy,53000000.0,80270227.0
Duma, 2005/9/30,Adventure,12000000.0,870067.0
Dumb & Dumber, 1994/12/16,Comedy,16000000.0,127175374.0
Dumb and Dumberer: When Harry Met Lloyd, 2003/6/13,Comedy,30000000.0,26214846.0
Dune, 1984/12/14,Action,45000000.0,27447471.0
Dungeons and Dragons, 2000/12/8,Adventure,35000000.0,15185241.0
Duplex, 2003/9/26,Comedy,40000000.0,9652000.0
Duplicity, 2009/3/20,Thriller/Suspense,60000000.0,40572825.0
Dwegons and Leprechauns, 2014/8/29,Adventure,20000000.0,0.0
Dying of the Light, 2015/12/31,Drama,15000000.0,0.0
Dylan Dog: Dead of Night, 2011/4/29,Horror,20000000.0,1186538.0
DysFunkTional Family, 2003/4/4,Documentary,3000000.0,2255000.0
Eagle Eye, 2008/9/26,Thriller/Suspense,80000000.0,101440743.0
The Eagle, 2011/2/11,Action,25000000.0,19490041.0
earth, 2009/4/22,Documentary,15000000.0,32011576.0
Earth to Echo, 2014/7/2,Adventure,13000000.0,38497503.0
East is East, 2000/4/14,Comedy,3000000.0,4170647.0
Eastern Promises, 2007/9/14,Thriller/Suspense,50000000.0,17181265.0
Easy A, 2010/9/17,Comedy,8000000.0,58401464.0
Easy Virtue, 2009/5/22,Romantic Comedy,14000000.0,2656784.0
Eat Pray Love, 2010/8/13,Drama,60000000.0,80574010.0
Echo Dr., 2013/12/31,Drama,100000.0,0.0
The Twilight Saga: Eclipse, 2010/6/30,Drama,68000000.0,300531751.0
Ed Wood, 1994/9/30,Comedy,18000000.0,5828466.0
Edge of Darkness, 2010/1/29,Drama,60000000.0,43313890.0
Edge of Tomorrow, 2014/6/6,Action,178000000.0,100206256.0
Edmond, 2006/7/14,Black Comedy,10000000.0,131719.0
EDtv, 1999/3/26,Comedy,60000000.0,22508689.0
An Education, 2009/10/9,Drama,7500000.0,12574914.0
Edward Scissorhands, 1990/12/7,Comedy,20000000.0,53976987.0
Eight Below, 2006/2/17,Adventure,40000000.0,81612565.0
Eight Legged Freaks, 2002/7/17,Comedy,30000000.0,17266505.0
El Mariachi, 1993/2/26,Action,7000.0,2040920.0
Election, 1999/4/23,Black Comedy,8500000.0,14943582.0
Elektra, 2005/1/14,Action,65000000.0,24409722.0
Elf, 2003/11/7,Comedy,32000000.0,173398518.0
Elizabeth, 1998/11/6,Drama,25000000.0,30082699.0
Elizabethtown, 2005/10/14,Drama,54000000.0,26850426.0
Ella Enchanted, 2004/4/9,Comedy,35000000.0,22913677.0
Elle s'appelait Sarah, 2011/7/22,Drama,14500000.0,7691700.0
Elmer Gantry, 1960/1/1,Drama,3000000.0,10400000.0
Elsa & Fred, 2014/12/31,Comedy,10000000.0,0.0
Elysium, 2013/8/9,Action,120000000.0,93050117.0
Emma, 1996/8/2,Romantic Comedy,5900000.0,22231658.0
The Emperor's Club, 2002/11/22,Drama,12500000.0,14060950.0
The Emperor's New Groove, 2000/12/15,Adventure,100000000.0,89296573.0
Empire, 2002/12/6,Drama,3500000.0,17504595.0
Star Wars Ep. V: The Empire Strikes Back, 1980/5/21,Adventure,23000000.0,290271960.0
Employee of the Month, 2006/10/6,Comedy,10000000.0,28444855.0
Enchanted, 2007/11/21,Romantic Comedy,85000000.0,127706877.0
End of Days, 1999/11/24,Action,100000000.0,66889043.0
The End of the Affair, 1999/12/3,Drama,23000000.0,10660147.0
End of the Spear, 2006/1/20,Drama,10000000.0,11748661.0
End of Watch, 2012/9/21,Thriller/Suspense,15000000.0,41003371.0
Ender's Game, 2013/11/1,Adventure,110000000.0,61737191.0
Endless Love, 2014/2/14,Drama,20000000.0,23438250.0
Enemy at the Gates, 2001/3/16,Drama,85000000.0,51396781.0
Enemy of the State, 1998/11/20,Action,85000000.0,111549836.0
The English Patient, 1996/11/15,Drama,35000000.0,78716374.0
Enough, 2002/5/24,Thriller/Suspense,38000000.0,39177215.0
Enough Said, 2013/9/18,Comedy,8000000.0,17550872.0
Enter the Void, 2010/9/24,Drama,16000000.0,337997.0
Entrapment, 1999/4/30,Thriller/Suspense,66000000.0,87707396.0
Entre les murs, 2009/1/30,Drama,3250000.0,3766810.0
Envy, 2004/4/30,Comedy,20000000.0,13548322.0
Epic, 2013/5/24,Adventure,100000000.0,107518682.0
Epic Movie, 2007/1/26,Comedy,20000000.0,39739367.0
Equilibrium, 2002/12/6,Action,20000000.0,1190018.0
Eragon, 2006/12/15,Adventure,100000000.0,75030163.0
Eraser, 1996/6/21,Action,100000000.0,101295562.0
Erin Brockovich, 2000/3/17,Drama,50000000.0,125548685.0
Escape from L.A., 1996/8/9,Action,50000000.0,25426861.0
Lockout, 2012/4/13,Thriller/Suspense,20000000.0,14326865.0
Escape from New York, 1981/7/10,Action,6000000.0,25244700.0
Escape From Planet Earth, 2013/2/15,Adventure,40000000.0,57012977.0
Escape Plan, 2013/10/18,Thriller/Suspense,70000000.0,25213103.0
Escobar: Paradise Lost, 2014/11/26,Drama,17000000.0,0.0
ET: The Extra-Terrestrial, 1982/6/11,Drama,10500000.0,435110554.0
Eternal Sunshine of the Spotless Mind, 2004/3/19,Comedy,20000000.0,34366518.0
Eulogy, 2004/10/15,Comedy,10000000.0,70527.0
Eureka, 2001/5/4,Drama,2000000.0,49388.0
Eurotrip, 2004/2/20,Comedy,25000000.0,17718223.0
Evan Almighty, 2007/6/22,Comedy,175000000.0,100289690.0
Event Horizon, 1997/8/15,Horror,60000000.0,26673242.0
Ever After: A Cinderella Story, 1998/7/31,Drama,26000000.0,65705772.0
An Everlasting Piece, 2000/12/22,Comedy,4000000.0,75078.0
Big Miracle, 2012/2/3,Drama,40000000.0,20157300.0
Everybody's Fine, 2009/12/4,Drama,20000000.0,9208876.0
Everyone Says I Love You, 1996/12/6,Musical,20000000.0,9725847.0
Everything Must Go, 2011/5/13,Drama,5000000.0,2712131.0
Everything Put Together, 2001/11/2,Drama,500000.0,0.0
Everything You Always Wanted to Know, 1972/8/11,Comedy,2000000.0,18016290.0
Eve's Bayou, 1997/11/7,Drama,5000000.0,14843425.0
Evil Dead II, 1987/3/13,Horror,3500000.0,5923044.0
Evil Dead, 2013/4/5,Horror,17000000.0,54239856.0
The Evil Dead, 1983/4/15,Horror,375000.0,2400000.0
Evita, 1996/12/25,Musical,55000000.0,50047179.0
Evolution, 2001/6/8,Comedy,80000000.0,38311134.0
Executive Decision, 1996/3/15,Thriller/Suspense,55000000.0,56679192.0
eXistenZ, 1999/4/23,Thriller/Suspense,20700000.0,2840417.0
Exit Wounds, 2001/3/16,Action,33000000.0,51758599.0
The Exorcism of Emily Rose, 2005/9/9,Thriller/Suspense,18000000.0,75072454.0
Exorcist II: The Heretic, 1977/6/17,Horror,14000000.0,25011000.0
The Exorcist, 1973/12/26,Horror,12000000.0,204868002.0
Exorcist: The Beginning, 2004/8/20,Horror,78000000.0,41814863.0
Exotica, 1994/9/23,Drama,1500000.0,5046118.0
The Expendables 3, 2014/8/15,Action,100000000.0,38298670.0
The Expendables 2, 2012/8/17,Action,100000000.0,85028192.0
The Expendables, 2010/8/13,Action,82000000.0,103068524.0
The Exploding Girl, 2010/3/12,Drama,40000.0,25572.0
The Express, 2008/10/4,Drama,37500000.0,9793406.0
Extract, 2009/9/4,Comedy,7500000.0,10823158.0
Extraordinary Measures, 2010/1/22,Drama,31000000.0,12482741.0
Extreme Measures, 1996/9/27,Drama,38000000.0,17378193.0
Extreme Ops, 2002/11/27,Action,40000000.0,4835968.0
Extremely Loud and Incredibly Close, 2011/12/25,Drama,40000000.0,31847881.0
Eye for an Eye, 1996/1/12,Drama,20000000.0,26792700.0
Eye of the Beholder, 2000/1/28,Thriller/Suspense,15000000.0,16500786.0
The Eye, 2008/2/1,Thriller/Suspense,12000000.0,31418697.0
Eyes Wide Shut, 1999/7/16,Drama,65000000.0,55691208.0
V for Vendetta, 2006/3/17,Action,50000000.0,70511035.0
Valentine, 2001/2/2,Horror,10000000.0,20384136.0
Valentine's Day, 2010/2/12,Romantic Comedy,52000000.0,110485654.0
Valiant, 2005/8/19,Adventure,35000000.0,19478106.0
Valkyrie, 2008/12/25,Thriller/Suspense,90000000.0,83077762.0
Valley of the Hearts Delight, 2010/4/9,Drama,2500000.0,118666.0
Vampire in Brooklyn, 1995/10/27,Horror,14000000.0,19637147.0
Vampires, 1998/10/30,Horror,20000000.0,20268825.0
Cirque du Freak: The Vampire's Assistant, 2009/10/23,Action,40000000.0,14046595.0
Vampires Suck, 2010/8/18,Comedy,20000000.0,36661504.0
Vamps, 2012/11/2,Romantic Comedy,16000000.0,3361.0
Van Helsing, 2004/5/7,Action,170000000.0,120150546.0
Vanilla Sky, 2001/12/14,Thriller/Suspense,70000000.0,100614858.0
Vanity Fair, 2004/9/1,Drama,23000000.0,16123851.0
Vantage Point, 2008/2/22,Thriller/Suspense,40000000.0,72266306.0
Varsity Blues, 1999/1/15,Drama,16000000.0,52894169.0
The Vatican Tapes, 2015/2/27,Horror,13000000.0,0.0
Veer-Zaara, 2004/11/12,Drama,7000000.0,2938532.0
Velvet Goldmine, 1998/11/6,Musical,9000000.0,1053788.0
Venom, 2005/9/16,Horror,25000000.0,881745.0
Venus, 2006/12/21,Drama,6000000.0,3347411.0
Vera Drake, 2004/10/10,Drama,11000000.0,3753806.0
The Verdict, 1982/12/8,Drama,16000000.0,53977250.0
Veronica Guerin, 2003/10/17,Drama,17000000.0,1569918.0
Veronica Mars, 2014/3/14,Comedy,6000000.0,3322127.0
Veronika Decides to Die, 2009/12/31,Drama,9000000.0,0.0
Vertical Limit, 2000/12/8,Action,75000000.0,68473360.0
Very Bad Things, 1998/11/25,Black Comedy,10000000.0,9949470.0
A Very Harold & Kumar 3D Christmas, 2011/11/4,Comedy,20000000.0,35061031.0
A Very Long Engagement, 2004/11/26,Drama,55000000.0,6167817.0
Vicky Cristina Barcelona, 2008/8/15,Comedy,16000000.0,23216709.0
Videodrome, 1983/2/4,Horror,5952000.0,2120439.0
A View to a Kill, 1985/5/24,Action,30000000.0,50327960.0
The Village, 2004/7/30,Thriller/Suspense,71682975.0,114197520.0
The Virgin Suicides, 2000/4/21,Black Comedy,6000000.0,4859475.0
Virgin Territory, 2008/8/26,Drama,38000000.0,0.0
The Virginity Hit, 2010/9/24,Comedy,2000000.0,636706.0
Virtuosity, 1995/8/4,Action,30000000.0,23998226.0
Virus, 1999/1/15,Action,75000000.0,14010690.0
Les Visiteurs, 1996/7/12,Comedy,7000000.0,659000.0
The Visitor, 2008/4/11,Comedy,4000000.0,9427026.0
Volcano, 1997/4/25,Action,90000000.0,47546796.0
Volver, 2006/11/3,Comedy,9400000.0,12899867.0
The Vow, 2012/2/10,Drama,30000000.0,125014030.0
8 femmes, 2002/9/20,Musical,8000000.0,3076425.0
8 Heads in a Duffel Bag, 1997/4/18,Black Comedy,3000000.0,3602884.0
8 Mile, 2002/11/8,Drama,41000000.0,116724075.0
88 Minutes, 2008/4/18,Thriller/Suspense,30000000.0,16930884.0
8MM, 1999/2/26,Thriller/Suspense,40000000.0,36443442.0
5 Days of War, 2011/8/19,Drama,12000000.0,17479.0
50 First Dates, 2004/2/13,Romantic Comedy,75000000.0,120776832.0
(500) Days of Summer, 2009/7/17,Romantic Comedy,7500000.0,32391374.0
50/50, 2011/9/30,Black Comedy,8000000.0,35016118.0
51 Birch Street, 2006/10/18,Documentary,350000.0,84689.0
54, 1998/8/28,Drama,13000000.0,16757163.0
55 Days at Peking, 1963/1/1,Drama,17000000.0,10000000.0
The 5th Quarter, 2011/3/25,Drama,6000000.0,408159.0
"4 luni, 3 saptamani si 2 zile", 2008/1/25,Drama,900000.0,1196321.0
40 Days and 40 Nights, 2002/3/1,Romantic Comedy,17000000.0,37939782.0
The 40 Year-old Virgin, 2005/8/19,Comedy,26000000.0,109449237.0
42, 2013/4/12,Drama,40000000.0,95020213.0
42nd Street, 1933/3/9,Musical,439000.0,1438000.0
47 Ronin, 2013/12/25,Action,175000000.0,38362475.0
L.A. Confidential, 1997/9/19,Drama,35000000.0,64604977.0
L'auberge espagnole, 2003/5/16,Comedy,5900000.0,3895664.0
El Laberinto del Fauno, 2006/12/29,Horror,16000000.0,37634615.0
Labor Day, 2014/1/31,Drama,18000000.0,13371528.0
Ladder 49, 2004/10/1,Action,60000000.0,74541707.0
The Ladies Man, 2000/10/13,Comedy,11000000.0,13592872.0
Lady in the Water, 2006/7/21,Drama,75000000.0,42285169.0
Lady in White, 1988/4/22,Horror,4700000.0,1705139.0
Ladyhawke, 1985/4/12,Action,20000000.0,18400000.0
The Ladykillers, 2004/3/26,Comedy,35000000.0,39692139.0
Lage Raho Munna Bhai, 2006/9/1,Comedy,2700000.0,2217561.0
The Lake House, 2006/6/16,Drama,40000000.0,52330111.0
Lake of Fire, 2007/10/3,Documentary,6000000.0,25317.0
Lake Placid, 1999/7/16,Thriller/Suspense,27000000.0,31770413.0
Lakeview Terrace, 2008/9/19,Thriller/Suspense,20000000.0,39263506.0
The Land Before Time, 1988/11/18,Adventure,12300000.0,48092846.0
Land of the Lost, 2009/6/5,Comedy,100000000.0,49438370.0
Lara Croft: Tomb Raider, 2001/6/15,Adventure,94000000.0,131144183.0
Lara Croft: Tomb Raider: The Cradle of Life, 2003/7/25,Adventure,90000000.0,65653758.0
Larry Crowne, 2011/7/1,Romantic Comedy,30000000.0,35608245.0
Larry the Cable Guy: Health Inspector, 2006/3/24,Comedy,17000000.0,15680099.0
Lars and the Real Girl, 2007/10/12,Comedy,12500000.0,5956480.0
Last Action Hero, 1993/6/18,Action,85000000.0,50016394.0
The Last Airbender, 2010/7/1,Adventure,150000000.0,131772187.0
The Last Castle, 2001/10/19,Drama,60000000.0,18208078.0
The Last Emperor, 1987/11/20,Drama,25000000.0,43984000.0
The Last Exorcism Part II, 2013/3/1,Horror,4000000.0,15179303.0
The Last Exorcism, 2010/8/27,Horror,1800000.0,41034350.0
The Last Godfather, 2011/4/1,Comedy,13400000.0,164247.0
Last Holiday, 2006/1/13,Comedy,45000000.0,38399961.0
The Last House on the Left, 2009/3/13,Horror,15000000.0,32752215.0
Last I Heard, 2013/12/31,Comedy,1500000.0,0.0
The Last King of Scotland, 2006/9/27,Drama,6000000.0,17606684.0
The Last Legion, 2007/8/17,Action,67000000.0,5932060.0
Last Man Standing, 1996/9/20,Action,67000000.0,18115927.0
The Last of the Mohicans, 1992/9/25,Action,40000000.0,75505856.0
Last Orders, 2002/2/15,Drama,12000000.0,2326407.0
The Last Samurai, 2003/12/5,Action,140000000.0,111110575.0
The Last Shot, 2004/9/24,Comedy,40000000.0,463730.0
The Last Sin Eater, 2007/2/9,Drama,2200000.0,388390.0
The Last Song, 2010/3/31,Drama,20000000.0,62950384.0
The Last Stand, 2013/1/18,Action,30000000.0,12050299.0
The Last Station, 2010/1/15,Drama,18000000.0,6617867.0
The Last Temptation of Christ, 1988/8/12,Drama,7000000.0,8373585.0
Last Vegas, 2013/11/1,Comedy,28000000.0,63914167.0
The Last Waltz, 2002/4/5,Documentary,35000.0,321952.0
Låt den rätte komma in, 2008/10/24,Horror,4500000.0,2122085.0
Latter Days, 2004/1/30,Drama,850000.0,833118.0
Law Abiding Citizen, 2009/10/16,Thriller/Suspense,53000000.0,73357727.0
Lawless, 2012/8/29,Drama,26000000.0,37397291.0
The Lawnmower Man, 1992/3/6,Action,10000000.0,32100816.0
Lawrence of Arabia, 1962/12/16,Adventure,15000000.0,37495385.0
Laws of Attraction, 2004/4/30,Romantic Comedy,32000000.0,17848322.0
Layer Cake, 2005/5/13,Thriller/Suspense,6500000.0,2339957.0
The League of Extraordinary Gentlemen, 2003/7/11,Adventure,78000000.0,66465204.0
A League of Their Own, 1992/7/1,Comedy,40000000.0,107533925.0
Leap Year, 2010/1/8,Romantic Comedy,19000000.0,25918920.0
Won't Back Down, 2012/9/28,Drama,19000000.0,5310554.0
Leatherheads, 2008/4/4,Romantic Comedy,58000000.0,31373938.0
Leaves of Grass, 2010/4/2,Black Comedy,9000000.0,70066.0
Leaving Las Vegas, 1995/10/27,Drama,4000000.0,31983777.0
Das Leben der Anderen, 2007/2/9,Drama,2000000.0,11284657.0
Left Behind, 2001/2/2,Drama,18500000.0,4221341.0
Legal Eagles, 1986/6/18,Comedy,40000000.0,49851591.0
Legally Blonde, 2001/7/13,Comedy,18000000.0,96493426.0
"Legally Blonde 2: Red, White & Blonde", 2003/7/2,Comedy,25000000.0,90639088.0
Legend, 1986/4/18,Adventure,25000000.0,15502112.0
The Legend of Bagger Vance, 2000/11/3,Drama,60000000.0,30695227.0
The Legend of Drunken Master, 2000/10/20,Action,2000000.0,11546543.0
The Legend of Hell's Gate:  An American Conspiracy, 2012/3/30,Western,2000000.0,0.0
The Legend of Hercules, 2014/1/10,Adventure,70000000.0,18848538.0
The Legend of the Lone Ranger, 1981/5/22,Western,18000000.0,13400000.0
The Legend of Zorro, 2005/10/28,Adventure,80000000.0,45575336.0
Legends of Oz: Dorothys Return, 2014/5/9,Adventure,70000000.0,8462347.0
Legends of the Fall, 1994/12/23,Drama,30000000.0,66502573.0
Legion, 2010/1/22,Thriller/Suspense,26000000.0,40168080.0
The Lego Movie, 2014/2/7,Adventure,60000000.0,257784718.0
Lemony Snicket's A Series of Unfortunate Events, 2004/12/17,Comedy,100000000.0,118627117.0
Léon, 1994/11/18,Thriller/Suspense,16000000.0,19284974.0
Let Me In, 2010/10/1,Thriller/Suspense,20000000.0,12134935.0
Lethal Weapon, 1987/3/6,Action,15000000.0,65192350.0
Lethal Weapon 3, 1992/5/15,Action,35000000.0,144731527.0
Lethal Weapon 4, 1998/7/10,Action,140000000.0,130444603.0
Lets Be Cops, 2014/8/13,Comedy,17000000.0,73050745.0
Let's Go to Prison, 2006/11/17,Comedy,4000000.0,4630045.0
Let's Talk About Sex, 1998/9/11,Comedy,300000.0,373615.0
Letters from Iwo Jima, 2006/12/20,Drama,13000000.0,13756082.0
